卡号,交易日期,交易时间,站点名称,行业名称,交易金额,交易性质
2502936255,2015-04-01,17:16:10,2号线淞虹路,地铁,4.00,非优惠
2502936255,2015-04-01,07:47:37,2号线江苏路,地铁,4.00,非优惠
2502936255,2015-04-01,07:27:44,2号线淞虹路,地铁,0.00,非优惠
2502936255,2015-04-01,16:58:30,2号线江苏路,地铁,0.00,非优惠
701802645,2015-04-01,17:46:48,3号线中潭路,地铁,4.00,非优惠
701802645,2015-04-01,17:28:59,3号线虹桥路,地铁,0.00,非优惠
701802645,2015-04-01,08:02:55,3号线中潭路,地铁,0.00,非优惠
701802645,2015-04-01,08:19:55,3号线虹桥路,地铁,4.00,非优惠
740328682,2015-04-01,09:42:32,2号线威宁路,地铁,0.00,非优惠
740328682,2015-04-01,14:03:29,2号线威宁路,地铁,4.00,非优惠
740328682,2015-04-01,10:08:32,7号线常熟路,地铁,4.00,非优惠
740328682,2015-04-01,13:38:31,7号线常熟路,地铁,0.00,非优惠
2903724715,2015-04-01,12:39:23,3号线友谊路,地铁,3.00,优惠
2903724715,2015-04-01,14:01:47,3号线江湾镇,地铁,4.00,非优惠
2903724715,2015-04-01,12:14:15,3号线江湾镇,地铁,0.00,非优惠
2903724715,2015-04-01,13:37:08,3号线友谊路,地铁,0.00,非优惠
3100846125,2015-04-01,16:20:09,2号线陆家嘴,地铁,0.00,非优惠
3100846125,2015-04-01,16:45:25,1号线中山北路,地铁,4.00,非优惠
3102521989,2015-04-01,21:04:46,1号线富锦路,地铁,4.00,优惠
3102521989,2015-04-01,07:57:48,3号线上海火车站,地铁,0.00,非优惠
3102521989,2015-04-01,08:03:45,3号线宝山路,地铁,0.00,非优惠
3102521989,2015-04-01,20:29:28,1号线汉中路,地铁,0.00,非优惠
3102521989,2015-04-01,07:53:40,1号线上海火车站,地铁,5.00,非优惠
3102521989,2015-04-01,07:18:14,1号线富锦路,地铁,0.00,非优惠
2201885084,2015-04-01,09:13:37,3号线曹杨路,地铁,4.00,非优惠
2201885084,2015-04-01,21:49:31,3号线曹杨路,地铁,0.00,非优惠
2201885084,2015-04-01,08:57:49,4号线海伦路,地铁,0.00,非优惠
2201885084,2015-04-01,22:05:37,4号线海伦路,地铁,4.00,非优惠
300885756,2015-04-01,18:10:32,8号线西藏南路,地铁,0.00,非优惠
300885756,2015-04-01,08:52:38,8号线曲阳路,地铁,0.00,非优惠
300885756,2015-04-01,18:36:08,8号线曲阳路,地铁,4.00,非优惠
300885756,2015-04-01,09:17:15,8号线西藏南路,地铁,4.00,非优惠
2402873454,2015-04-01,11:17:15,8号线曲阳路,地铁,0.00,非优惠
2402873454,2015-04-01,11:25:15,8号线虹口足球场,地铁,3.00,非优惠
602004249,2015-04-01,15:29:20,1号线彭浦新村,地铁,0.00,非优惠
602004249,2015-04-01,15:39:50,1号线共康路,地铁,2.00,优惠
602004249,2015-04-01,07:07:33,1号线共康路,地铁,0.00,非优惠
602004249,2015-04-01,07:26:14,1号线中山北路,地铁,4.00,非优惠
3001732010,2015-04-01,07:55:13,13号线丰庄,地铁,0.00,非优惠
3001732010,2015-04-01,10:06:49,7号线肇嘉浜路,地铁,0.00,非优惠
3001732010,2015-04-01,08:34:13,7号线肇嘉浜路,地铁,4.00,非优惠
3001732010,2015-04-01,10:42:08,13号线丰庄,地铁,4.00,非优惠
401278860,2015-04-01,20:11:55,2号线广兰路,地铁,3.00,非优惠
401278860,2015-04-01,20:07:04,2号线金科路,地铁,0.00,非优惠
501702965,2015-04-01,09:46:33,8号线西藏南路,地铁,0.00,非优惠
501702965,2015-04-01,09:50:30,8号线陆家浜路,地铁,3.00,非优惠
301607253,2015-04-01,15:45:13,6号线金桥路,地铁,4.00,非优惠
301607253,2015-04-01,07:26:25,2号线江苏路,地铁,4.00,非优惠
301607253,2015-04-01,06:44:29,6号线金桥路,地铁,0.00,非优惠
301607253,2015-04-01,15:07:12,2号线江苏路,地铁,0.00,非优惠
761197661,2015-04-01,09:13:39,4号线浦东大道,地铁,4.00,非优惠
761197661,2015-04-01,08:41:56,3号线曹杨路,地铁,0.00,非优惠
2401399594,2015-04-01,10:39:36,7号线长寿路,地铁,4.00,优惠
2401399594,2015-04-01,19:15:46,6号线金桥路,地铁,4.00,非优惠
2401399594,2015-04-01,09:39:23,6号线金桥路,地铁,0.00,非优惠
2401399594,2015-04-01,18:29:57,1号线上海火车站,地铁,0.00,非优惠
2503106117,2015-04-01,22:40:25,1号线宝安公路,地铁,4.00,非优惠
2503106117,2015-04-01,08:34:49,1号线汶水路,地铁,4.00,非优惠
2503106117,2015-04-01,08:14:44,1号线宝安公路,地铁,0.00,非优惠
2503106117,2015-04-01,22:14:34,1号线上海马戏城,地铁,0.00,非优惠
400689010,2015-04-01,19:10:46,8号线虹口足球场,地铁,4.00,非优惠
400689010,2015-04-01,18:41:46,2号线陆家嘴,地铁,0.00,非优惠
2003333983,2015-04-01,07:42:46,3号线虹口足球场,地铁,0.00,非优惠
2003333983,2015-04-01,07:51:37,3号线江湾镇,地铁,3.00,非优惠
2004777049,2015-04-01,18:17:09,5号线剑川路,地铁,0.00,非优惠
2004777049,2015-04-01,18:33:21,1号线莘庄,地铁,2.00,优惠
2004777049,2015-04-01,07:37:46,5号线剑川路,地铁,3.00,非优惠
2004777049,2015-04-01,07:20:23,1号线莘庄,地铁,0.00,非优惠
2402935269,2015-04-01,17:21:38,9号线漕河泾开发区,地铁,0.00,非优惠
2402935269,2015-04-01,07:48:25,9号线漕河泾开发区,地铁,3.00,优惠
2402935269,2015-04-01,17:56:44,6号线灵岩南路,地铁,4.00,非优惠
2402935269,2015-04-01,07:18:37,6号线东方体育中心,地铁,0.00,非优惠
3101122552,2015-04-01,08:51:24,8号线虹口足球场,地铁,5.00,非优惠
3101122552,2015-04-01,08:06:28,1号线莲花路,地铁,0.00,非优惠
102047296,2015-04-01,19:21:22,4号线塘桥,地铁,3.00,非优惠
102047296,2015-04-01,19:00:45,4号线蓝村路,地铁,0.00,非优惠
2302233974,2015-04-01,08:53:01,11号线祁连山路,地铁,6.00,非优惠
2302233974,2015-04-01,08:03:30,11号线花桥,地铁,0.00,非优惠
2302233974,2015-04-01,10:42:46,11号线祁连山路,地铁,0.00,非优惠
2302233974,2015-04-01,12:08:22,9号线松江体育中心,地铁,7.00,非优惠
2302233974,2015-04-01,18:31:25,11号线花桥,地铁,10.00,优惠
2302233974,2015-04-01,16:19:25,9号线醉白池,地铁,0.00,非优惠
2202703427,2015-04-01,07:24:20,2号线陆家嘴,地铁,4.00,非优惠
2202703427,2015-04-01,07:03:59,10号线同济大学,地铁,0.00,非优惠
2303344606,2015-04-01,08:53:41,1号线莘庄,地铁,3.00,非优惠
2303344606,2015-04-01,10:29:27,5号线华宁路,地铁,2.00,优惠
2303344606,2015-04-01,10:01:53,1号线莘庄,地铁,0.00,非优惠
2303344606,2015-04-01,08:21:10,5号线闵行开发区,地铁,0.00,非优惠
2200025865,2015-04-01,15:31:27,8号线成山路,地铁,4.00,非优惠
2200025865,2015-04-01,13:11:29,10号线豫园,地铁,4.00,非优惠
2200025865,2015-04-01,12:50:46,8号线成山路,地铁,0.00,非优惠
2200025865,2015-04-01,15:11:52,10号线豫园,地铁,0.00,非优惠
2203048962,2015-04-01,08:32:56,1号线莲花路,地铁,5.00,非优惠
2203048962,2015-04-01,07:45:17,8号线江月路,地铁,0.00,非优惠
2802881398,2015-04-01,09:35:49,9号线桂林路,地铁,0.00,非优惠
2802881398,2015-04-01,09:57:56,8号线陆家浜路,地铁,4.00,非优惠
3700063668,2015-04-01,17:56:10,3号线上海火车站,地铁,0.00,非优惠
3700063668,2015-04-01,18:19:47,2号线中山公园,地铁,4.00,非优惠
2102953128,2015-04-01,14:11:26,2号线虹桥火车站,地铁,0.00,非优惠
2102953128,2015-04-01,14:51:46,10号线天潼路,地铁,5.00,非优惠
3002197529,2015-04-01,21:33:12,9号线合川路,地铁,0.00,非优惠
3002197529,2015-04-01,08:39:32,9号线合川路,地铁,4.00,非优惠
3002197529,2015-04-01,22:06:24,11号线隆德路,地铁,4.00,非优惠
3002197529,2015-04-01,08:04:31,11号线隆德路,地铁,0.00,非优惠
2300935125,2015-04-01,08:31:46,11号线上海赛车场,地铁,7.00,非优惠
2300935125,2015-04-01,19:58:58,1号线外环路,地铁,3.00,优惠
2300935125,2015-04-01,07:22:29,1号线外环路,地铁,0.00,非优惠
2300935125,2015-04-01,19:28:53,1号线人民广场,地铁,0.00,非优惠
3002216991,2015-04-01,16:18:14,9号线松江大学城,地铁,0.00,非优惠
3002216991,2015-04-01,21:46:21,9号线松江大学城,地铁,6.00,非优惠
3002216991,2015-04-01,17:41:42,2号线娄山关路,地铁,5.00,优惠
3002216991,2015-04-01,20:27:50,2号线娄山关路,地铁,0.00,非优惠
2302835906,2015-04-01,17:50:33,7号线大华三路,地铁,4.00,非优惠
2302835906,2015-04-01,08:27:50,4号线世纪大道,地铁,3.00,优惠
2302835906,2015-04-01,17:10:28,4号线世纪大道,地铁,0.00,非优惠
2302835906,2015-04-01,07:47:25,7号线大华三路,地铁,0.00,非优惠
2502354943,2015-04-01,22:43:35,1号线通河新村,地铁,5.00,非优惠
2502354943,2015-04-01,08:32:26,1号线通河新村,地铁,0.00,非优惠
2502354943,2015-04-01,21:57:07,9号线徐家汇,地铁,0.00,非优惠
2502354943,2015-04-01,09:18:40,1号线衡山路,地铁,5.00,非优惠
3103877680,2015-04-01,21:03:52,11号线御桥,地铁,0.00,非优惠
3103877680,2015-04-01,22:09:40,11号线桃浦新村,地铁,6.00,非优惠
2203864249,2015-04-01,19:38:49,4号线浦东大道,地铁,0.00,非优惠
2203864249,2015-04-01,20:06:56,6号线华夏西路,地铁,3.00,优惠
2502411063,2015-04-01,18:23:40,3号线殷高西路,地铁,4.00,非优惠
2502411063,2015-04-01,08:13:07,4号线杨树浦路,地铁,4.00,非优惠
2502411063,2015-04-01,07:37:15,3号线殷高西路,地铁,0.00,非优惠
2502411063,2015-04-01,17:47:08,4号线杨树浦路,地铁,0.00,非优惠
3000693330,2015-04-01,05:15:27,6号线港城路,地铁,0.00,非优惠
3000693330,2015-04-01,06:45:15,7号线常熟路,地铁,6.00,非优惠
3000693330,2015-04-01,10:22:08,6号线港城路,地铁,6.00,非优惠
3000693330,2015-04-01,09:03:10,7号线常熟路,地铁,0.00,非优惠
202633793,2015-04-01,15:29:53,8号线江浦路,地铁,4.00,非优惠
202633793,2015-04-01,14:56:52,9号线打浦桥,地铁,0.00,非优惠
2902800102,2015-04-01,16:08:04,2号线徐泾东,地铁,6.00,优惠
2902800102,2015-04-01,08:32:35,2号线徐泾东,地铁,0.00,非优惠
2902800102,2015-04-01,14:36:43,2号线川沙,地铁,0.00,非优惠
2902800102,2015-04-01,10:09:03,12号线金海路,地铁,7.00,非优惠
2603300072,2015-04-01,12:41:29,2号线南京西路,地铁,2.00,优惠
2603300072,2015-04-01,12:31:52,2号线陆家嘴,地铁,0.00,非优惠
2001667007,2015-04-01,10:17:00,2号线广兰路,地铁,5.00,优惠
2001667007,2015-04-01,19:18:13,2号线广兰路,地铁,0.00,非优惠
2001667007,2015-04-01,20:27:11,2号线徐泾东,地铁,6.00,非优惠
2001667007,2015-04-01,09:08:59,2号线徐泾东,地铁,0.00,非优惠
2802029206,2015-04-01,08:05:21,8号线陆家浜路,地铁,0.00,非优惠
2802029206,2015-04-01,13:24:16,2号线娄山关路,地铁,0.00,非优惠
2802029206,2015-04-01,08:39:44,2号线娄山关路,地铁,3.00,优惠
2802029206,2015-04-01,13:52:51,8号线陆家浜路,地铁,4.00,非优惠
2104136319,2015-04-01,20:36:43,2号线南京西路,地铁,5.00,非优惠
2104136319,2015-04-01,16:50:39,7号线顾村公园,地铁,5.00,非优惠
2104136319,2015-04-01,16:50:35,7号线顾村公园,地铁,0.00,优惠
2104136319,2015-04-01,21:39:04,7号线静安寺,地铁,0.00,非优惠
2104136319,2015-04-01,19:50:03,7号线顾村公园,地铁,0.00,非优惠
2104136319,2015-04-01,21:58:56,7号线长清路,地铁,4.00,非优惠
2803310066,2015-04-01,16:35:00,2号线广兰路,地铁,0.00,非优惠
2803310066,2015-04-01,17:36:28,16号线惠南,地铁,7.00,非优惠
601123595,2015-04-01,11:45:46,2号线东昌路,地铁,0.00,非优惠
601123595,2015-04-01,10:11:40,2号线东昌路,地铁,3.00,非优惠
601123595,2015-04-01,12:01:08,2号线南京西路,地铁,3.00,非优惠
601123595,2015-04-01,09:58:10,2号线南京西路,地铁,0.00,非优惠
2103027301,2015-04-01,06:35:06,1号线上海火车站,地铁,3.00,优惠
2103027301,2015-04-01,06:20:24,1号线彭浦新村,地铁,0.00,非优惠
600911751,2015-04-01,20:36:55,2号线金科路,地铁,0.00,非优惠
600911751,2015-04-01,21:05:28,8号线耀华路,地铁,4.00,非优惠
600911751,2015-04-01,14:44:00,2号线金科路,地铁,5.00,非优惠
600911751,2015-04-01,13:53:51,4号线上海体育场,地铁,0.00,非优惠
760361988,2015-04-01,09:58:59,7号线肇嘉浜路,地铁,0.00,非优惠
760361988,2015-04-01,14:12:41,9号线佘山,地铁,0.00,非优惠
760361988,2015-04-01,10:42:01,9号线佘山,地铁,5.00,非优惠
760361988,2015-04-01,14:54:37,7号线肇嘉浜路,地铁,5.00,非优惠
2101371999,2015-04-01,17:52:48,8号线曲阳路,地铁,0.00,非优惠
2101371999,2015-04-01,18:31:18,2号线世纪公园,地铁,4.00,非优惠
2101371999,2015-04-01,08:44:39,8号线曲阳路,地铁,4.00,非优惠
2101371999,2015-04-01,08:08:00,2号线世纪公园,地铁,0.00,非优惠
2700377943,2015-04-01,18:13:09,13号线丰庄,地铁,3.00,非优惠
2700377943,2015-04-01,08:30:07,13号线金沙江路,地铁,3.00,优惠
2700377943,2015-04-01,08:11:20,13号线金沙江西路,地铁,0.00,非优惠
2700377943,2015-04-01,18:00:00,13号线金沙江路,地铁,0.00,非优惠
301782642,2015-04-01,15:27:20,6号线上海儿童医学中心,地铁,3.00,非优惠
301782642,2015-04-01,13:45:48,10号线南京东路,地铁,0.00,非优惠
301782642,2015-04-01,08:56:58,10号线南京东路,地铁,4.00,非优惠
301782642,2015-04-01,08:33:13,6号线上海儿童医学中心,地铁,0.00,非优惠
301782642,2015-04-01,15:09:15,2号线东昌路,地铁,0.00,非优惠
301782642,2015-04-01,13:56:59,2号线东昌路,地铁,3.00,非优惠
2901355347,2015-04-01,09:29:05,1号线徐家汇,地铁,0.00,非优惠
2901355347,2015-04-01,09:49:20,1号线上海火车站,地铁,4.00,非优惠
2901355347,2015-04-01,14:09:52,1号线徐家汇,地铁,4.00,非优惠
2901355347,2015-04-01,13:45:45,1号线上海火车站,地铁,0.00,非优惠
2903537701,2015-04-01,18:23:59,1号线人民广场,地铁,0.00,非优惠
2903537701,2015-04-01,08:31:10,3号线中山公园,地铁,0.00,非优惠
2903537701,2015-04-01,18:29:00,2号线中山公园,地铁,3.00,非优惠
2903537701,2015-04-01,08:50:06,1号线人民广场,地铁,3.00,非优惠
2402817040,2015-04-01,08:07:23,8号线陆家浜路,地铁,0.00,非优惠
2402817040,2015-04-01,17:50:15,11号线三林东,地铁,5.00,非优惠
2402817040,2015-04-01,08:27:11,4号线海伦路,地铁,3.00,非优惠
2402817040,2015-04-01,16:55:19,4号线海伦路,地铁,0.00,非优惠
2602781332,2015-04-01,19:14:40,8号线黄兴公园,地铁,4.00,非优惠
2602781332,2015-04-01,08:06:33,8号线黄兴公园,地铁,0.00,非优惠
2602781332,2015-04-01,09:14:57,1号线上海火车站,地铁,4.00,非优惠
2602781332,2015-04-01,18:41:15,1号线上海火车站,地铁,0.00,非优惠
3200341909,2015-04-01,17:35:28,10号线同济大学,地铁,3.00,非优惠
3200341909,2015-04-01,09:51:29,10号线同济大学,地铁,0.00,非优惠
3200341909,2015-04-01,17:20:32,10号线南京东路,地铁,0.00,非优惠
3200341909,2015-04-01,10:07:49,10号线南京东路,地铁,2.00,优惠
2903749324,2015-04-01,08:23:17,11号线上海西站,地铁,0.00,非优惠
2903749324,2015-04-01,09:11:17,9号线杨高中路,地铁,5.00,非优惠
2903749324,2015-04-01,17:59:19,9号线杨高中路,地铁,0.00,非优惠
2903749324,2015-04-01,18:48:17,11号线上海西站,地铁,5.00,非优惠
3102121803,2015-04-01,12:59:36,2号线广兰路,地铁,5.00,优惠
3102121803,2015-04-01,15:46:24,2号线广兰路,地铁,0.00,非优惠
3102121803,2015-04-01,16:43:14,11号线上海西站,地铁,5.00,非优惠
3102121803,2015-04-01,11:26:17,2号线北新泾,地铁,0.00,非优惠
2602261169,2015-04-01,08:46:09,1号线通河新村,地铁,0.00,非优惠
2602261169,2015-04-01,09:34:33,2号线威宁路,地铁,5.00,非优惠
2302654493,2015-04-01,08:15:07,8号线西藏南路,地铁,3.00,非优惠
2302654493,2015-04-01,08:09:19,8号线陆家浜路,地铁,0.00,非优惠
3002672827,2015-04-01,16:06:36,7号线长寿路,地铁,0.00,非优惠
3002672827,2015-04-01,08:41:11,3号线淞浜路,地铁,0.00,非优惠
3002672827,2015-04-01,09:36:59,7号线长寿路,地铁,4.00,优惠
3002672827,2015-04-01,16:57:06,3号线淞浜路,地铁,5.00,非优惠
2901690836,2015-04-01,08:43:24,3号线淞发路,地铁,3.00,优惠
2901690836,2015-04-01,08:10:13,3号线江杨北路,地铁,0.00,非优惠
3003305489,2015-04-01,08:26:31,7号线昌平路,地铁,4.00,非优惠
3003305489,2015-04-01,17:17:58,7号线静安寺,地铁,0.00,非优惠
3003305489,2015-04-01,07:58:53,8号线成山路,地铁,0.00,非优惠
3003305489,2015-04-01,17:49:38,8号线成山路,地铁,4.00,非优惠
2801955159,2015-04-01,17:10:12,10号线南京东路,地铁,2.00,优惠
2801955159,2015-04-01,07:10:04,10号线南京东路,地铁,0.00,非优惠
2801955159,2015-04-01,16:59:23,2号线陆家嘴,地铁,0.00,非优惠
2801955159,2015-04-01,07:18:57,2号线陆家嘴,地铁,3.00,非优惠
502513719,2015-04-01,11:18:44,8号线浦江镇,地铁,6.00,优惠
502513719,2015-04-01,10:01:44,1号线富锦路,地铁,0.00,非优惠
2703443961,2015-04-01,18:19:25,3号线长江南路,地铁,4.00,优惠
2703443961,2015-04-01,17:33:28,4号线蓝村路,地铁,0.00,非优惠
2703443961,2015-04-01,07:51:53,4号线蓝村路,地铁,5.00,非优惠
2703443961,2015-04-01,06:55:55,3号线长江南路,地铁,0.00,非优惠
2003645382,2015-04-01,09:25:40,6号线蓝村路,地铁,4.00,非优惠
2003645382,2015-04-01,08:56:31,6号线巨峰路,地铁,0.00,非优惠
2003645382,2015-04-01,18:29:06,2号线南京西路,地铁,0.00,非优惠
2003645382,2015-04-01,18:50:47,10号线邮电新村,地铁,4.00,非优惠
2003438607,2015-04-01,09:29:56,12号线宁国路,地铁,5.00,非优惠
2003438607,2015-04-01,08:29:16,13号线金沙江西路,地铁,0.00,非优惠
3700300365,2015-04-01,14:26:44,7号线肇嘉浜路,地铁,3.00,优惠
3700300365,2015-04-01,10:32:34,7号线锦绣路,地铁,6.00,非优惠
3700300365,2015-04-01,15:16:45,7号线上海大学站,地铁,5.00,非优惠
3700300365,2015-04-01,14:39:29,7号线肇嘉浜路,地铁,0.00,非优惠
3700300365,2015-04-01,09:28:54,7号线上海大学站,地铁,0.00,非优惠
3700300365,2015-04-01,13:57:06,7号线锦绣路,地铁,0.00,非优惠
2500538962,2015-04-01,14:26:21,1号线宝安公路,地铁,5.00,非优惠
2500538962,2015-04-01,19:51:21,1号线上海体育馆,地铁,5.00,非优惠
2500538962,2015-04-01,13:31:41,4号线上海体育馆,地铁,0.00,非优惠
2500538962,2015-04-01,11:54:41,5号线北桥,地铁,0.00,非优惠
2500538962,2015-04-01,12:33:13,1号线上海体育馆,地铁,4.00,优惠
2500538962,2015-04-01,18:59:43,1号线宝安公路,地铁,0.00,非优惠
2801202980,2015-04-01,18:07:09,13号线金运路,地铁,0.00,非优惠
2801202980,2015-04-01,18:59:06,11号线南翔,地铁,5.00,非优惠
2801202980,2015-04-01,08:03:46,11号线南翔,地铁,0.00,非优惠
2801202980,2015-04-01,08:54:20,13号线金运路,地铁,5.00,非优惠
2902928253,2015-04-01,16:32:02,8号线虹口足球场,地铁,0.00,非优惠
2902928253,2015-04-01,07:07:24,3号线赤峰路,地铁,4.00,非优惠
2902928253,2015-04-01,06:44:10,4号线临平路,地铁,0.00,非优惠
2902928253,2015-04-01,16:45:54,8号线江浦路,地铁,3.00,非优惠
2101056577,2015-04-01,07:30:40,4号线上海体育场,地铁,4.00,非优惠
2101056577,2015-04-01,06:56:44,6号线北洋泾路,地铁,0.00,非优惠
2100363649,2015-04-01,15:48:14,2号线娄山关路,地铁,4.00,非优惠
2100363649,2015-04-01,07:26:52,2号线娄山关路,地铁,0.00,非优惠
2100363649,2015-04-01,08:06:56,1号线汶水路,地铁,4.00,非优惠
2100363649,2015-04-01,15:05:26,1号线汶水路,地铁,0.00,非优惠
2202933205,2015-04-01,16:51:48,1号线莘庄,地铁,4.00,非优惠
2202933205,2015-04-01,16:12:57,3号线虹桥路,地铁,0.00,非优惠
2202933205,2015-04-01,09:04:21,10号线宋园路,地铁,3.00,优惠
2202933205,2015-04-01,08:26:21,1号线莘庄,地铁,0.00,非优惠
2204162658,2015-04-01,09:46:50,10号线交通大学,地铁,5.00,非优惠
2204162658,2015-04-01,08:47:50,6号线东靖路,地铁,0.00,非优惠
701704724,2015-04-01,15:27:44,8号线西藏南路,地铁,4.00,非优惠
701704724,2015-04-01,14:55:57,10号线国权路,地铁,0.00,非优惠
701704724,2015-04-01,08:03:41,10号线国权路,地铁,4.00,非优惠
701704724,2015-04-01,07:37:26,8号线陆家浜路,地铁,0.00,非优惠
3101851362,2015-04-01,08:06:58,1号线陕西南路,地铁,4.00,非优惠
3101851362,2015-04-01,07:41:55,1号线外环路,地铁,0.00,非优惠
3750174137,2015-04-01,14:08:09,8号线人民广场,地铁,0.00,非优惠
3750174137,2015-04-01,09:21:52,11号线嘉定北,地铁,0.00,非优惠
3750174137,2015-04-01,11:14:32,1号线人民广场,地铁,3.00,非优惠
3750174137,2015-04-01,10:20:10,11号线江苏路,地铁,5.00,优惠
3750174137,2015-04-01,15:16:23,11号线嘉定北,地铁,6.00,非优惠
3750174137,2015-04-01,10:57:35,2号线江苏路,地铁,0.00,非优惠
700100577,2015-04-01,11:07:45,3号线龙漕路,地铁,0.00,非优惠
700100577,2015-04-01,11:40:30,7号线常熟路,地铁,4.00,非优惠
700100577,2015-04-01,09:10:43,3号线上海火车站,地铁,0.00,非优惠
700100577,2015-04-01,08:25:53,1号线共富新村,地铁,0.00,非优惠
