消息序列	级别	类型	发布区间数	发布区域	开始时间	结束时间	发布内容	MESSAGE_TARGET	PERIOD_FLAG	影响时间	延误日期	范围类型(1车站，3方向，4区间)	事发时间（小时）	事发时间（分钟）	开始站点	结束站点	范围的描述	ERROR_REASON	ERROR_STATUS	线路编号	三色状态（1为绿，2为黄，3为红）		
2012672	COCC级	0013 	1	0845	2014/5/4 6:00:25	2014/5/4 10:00:25	上海地铁运营信息：目前上海地铁8号线因线路设备故障，延吉中路往虹口足球场方向列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-05-04	3	6	0	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	2		
2012671	COCC级	0013 	7	0845084408430842084108400839	2014/5/4 6:00:25	2014/5/4 10:00:25	上海地铁运营信息：目前上海地铁8号线因线路设备故障，延吉中路往虹口足球场方向列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-05-04	3	6	0	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	2		
2012674	COCC级	0013 	1	0843	2014/5/4 6:00:25	2014/5/4 10:00:25	上海地铁运营信息：目前上海地铁8号线因线路设备故障，延吉中路往虹口足球场方向列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-05-04	3	6	0	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	2		
2012673	COCC级	0013 	1	0844	2014/5/4 6:00:25	2014/5/4 10:00:25	上海地铁运营信息：目前上海地铁8号线因线路设备故障，延吉中路往虹口足球场方向列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-05-04	3	6	0	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	2		
2012709	COCC级	0013 	1	0843	2014/5/4 7:25:17	2014/5/4 7:30:17		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-04	3	7	25	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	1		
2012708	COCC级	0013 	1	0844	2014/5/4 7:25:17	2014/5/4 7:30:17		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-04	3	7	25	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	1		
2012712	COCC级	0013 	1	0840	2014/5/4 7:25:17	2014/5/4 7:30:17		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-04	3	7	25	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	1		
2012711	COCC级	0013 	1	0841	2014/5/4 7:25:17	2014/5/4 7:30:17		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-04	3	7	25	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	1		
2012713	COCC级	0013 	1	0839	2014/5/4 7:25:17	2014/5/4 7:30:17		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-04	3	7	25	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	1		
2012707	COCC级	0013 	1	0845	2014/5/4 7:25:17	2014/5/4 7:30:17		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-04	3	7	25	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	1		
2012706	COCC级	0013 	7	0845084408430842084108400839	2014/5/4 7:25:17	2014/5/4 7:30:17	上海地铁运营信息：目前8号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-04	3	7	25	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	1		
2012710	COCC级	0013 	1	0842	2014/5/4 7:25:17	2014/5/4 7:30:17		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-04	3	7	25	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	1		
2012634	COCC级	0013 	1	0327	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	3	7	7	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2012632	COCC级	0013 	1	0329	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	3	7	7	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2012633	COCC级	0013 	1	0328	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	3	7	7	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2012635	COCC级	0013 	1	0326	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	3	7	7	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2012622	COCC级	0013 	1	0642	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	4	7	7	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2012637	COCC级	0013 	1	0324	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	3	7	7	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2012636	COCC级	0013 	1	0325	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	3	7	7	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2012630	COCC级	0013 	1	0331	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	3	7	7	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2012618	COCC级	0013 	1	0638	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	4	7	7	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2012617	COCC级	0013 	1	0131	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	1	7	7	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	2		
2012621	COCC级	0013 	1	0641	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	4	7	7	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2012631	COCC级	0013 	1	0330	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	3	7	7	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2012620	COCC级	0013 	1	0640	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	4	7	7	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2012619	COCC级	0013 	1	0639	2014/5/4 8:39:17	2014/5/4 8:44:17		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	4	7	7	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2013086	COCC级	0013 	1	0131	2014/5/4 8:39:47	2014/5/4 8:44:47	上海地铁运营信息：08时37分1号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-05-04	1	8	39	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	1		
2013096	COCC级	0013 	1	0641	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	4	8	39	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2013095	COCC级	0013 	1	0642	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	4	8	39	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2013094	COCC级	0013 	1	0324	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	3	8	39	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013099	COCC级	0013 	1	0638	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	4	8	39	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2013098	COCC级	0013 	1	0639	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	4	8	39	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2013097	COCC级	0013 	1	0640	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	4	8	39	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2013093	COCC级	0013 	1	0325	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	3	8	39	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013089	COCC级	0013 	1	0329	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	3	8	39	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013088	COCC级	0013 	1	0330	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	3	8	39	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013087	COCC级	0013 	1	0331	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	3	8	39	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013092	COCC级	0013 	1	0326	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	3	8	39	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013091	COCC级	0013 	1	0327	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	3	8	39	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013090	COCC级	0013 	1	0328	2014/5/4 8:39:47	2014/5/4 8:44:47		TF0002,MX0001,B00000,IP0001	1		2014-05-04	3	8	39	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2012563	COCC级	0013 	1	0120	2014/5/4 23:58:38	2014/5/5 0:03:38	上海地铁提示信息：请乘客们配合安检、不越黄线、嘀声勿闯、先下后上、有序上车，共同营造上海地铁文明、安全的乘车环境。	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-04	1	6	23	常熟路	常熟路	常熟路	！客流量大		01	2		
2013301	COCC级	0013 	1	0120	2014/5/4 23:59:08	2014/5/5 0:04:08	上海地铁运营信息：23时56分1号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-05-04	1	23	59	常熟路	常熟路	常熟路	！客流量大		01	1		
2013409	COCC级	0013 	1	0326	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2013408	COCC级	0013 	1	0327	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2013407	COCC级	0013 	1	0328	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2013410	COCC级	0013 	1	0325	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2013413	COCC级	0013 	1	0131	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	1	7	13	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	2		
2013412	COCC级	0013 	1	0111	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	1	7	13	莘庄	莘庄	莘庄	！客流量大	目前已采取进站限流措施	01	2		
2013411	COCC级	0013 	1	0324	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2013406	COCC级	0013 	1	0329	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2013401	COCC级	0013 	1	0640	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2013400	COCC级	0013 	1	0641	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2013399	COCC级	0013 	1	0642	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2013402	COCC级	0013 	1	0639	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2013405	COCC级	0013 	1	0330	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2013404	COCC级	0013 	1	0331	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2013403	COCC级	0013 	1	0638	2014/5/5 8:49:38	2014/5/5 8:54:38		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-05	3	7	13	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2013774	COCC级	0013 	1	0638	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2013775	COCC级	0013 	1	0331	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013772	COCC级	0013 	1	0640	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2013773	COCC级	0013 	1	0639	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2013778	COCC级	0013 	1	0328	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013779	COCC级	0013 	1	0327	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013776	COCC级	0013 	1	0330	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013777	COCC级	0013 	1	0329	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013782	COCC级	0013 	1	0324	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013783	COCC级	0013 	1	0131	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	1	8	50	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	1		
2013769	COCC级	0013 	1	0111	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	1	8	50	莘庄	莘庄	莘庄	！客流量大	目前已采取进站限流措施	01	1		
2013781	COCC级	0013 	1	0325	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2013771	COCC级	0013 	1	0641	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2013770	COCC级	0013 	1	0642	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2013780	COCC级	0013 	1	0326	2014/5/5 8:50:08	2014/5/5 8:55:08		TF0002,MX0001,B00000,IP0001	1		2014-05-05	3	8	50	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
