INPUTDATE,"LINE_NO","TRAINDIAGRAMID"
20150822,"02","2014_11_28_18_44_23"
20150822,"03/04","2015_7_16_12_27_51"
20150822,"05","2014_10_30_15_49_09"
20150822,"06","2015_7_16_12_33_45"
20150822,"07","2014_10_30_16_4_28"
20150822,"08","2015_6_29_8_33_27"
20150822,"09","2014_10_30_16_31_38"
20150822,"10","2015_4_2_10_29_29"
20150822,"11","2015_4_2_10_31_39"
20150822,"12","2014_10_30_20_1_20"
20150822,"13","2014_12_31_18_53_07"
20150822,"16","2015_4_8_10_56_60"
20150823,"01","2014_10_30_11_38_24"
20150823,"02","2014_11_28_18_44_23"
20150823,"03/04","2015_7_16_12_27_51"
20150823,"05","2014_10_30_15_49_09"
20150823,"06","2015_7_16_12_33_45"
20150823,"07","2014_10_30_16_4_28"
20150823,"08","2015_6_29_8_33_27"
20150823,"09","2014_10_30_16_31_38"
20150823,"10","2015_4_2_10_29_29"
20150823,"11","2015_4_2_10_31_39"
20150823,"12","2014_10_30_20_1_20"
20150823,"13","2014_12_31_18_53_07"
20150823,"16","2015_4_8_10_56_60"
20150824,"01","2014_10_30_11_38_24"
20150824,"02","2014_11_28_18_44_23"
20150824,"03/04","2015_7_16_12_27_51"
20150824,"05","2014_10_30_15_49_09"
20150824,"06","2015_7_16_12_33_45"
20150824,"07","2014_10_30_16_4_28"
20150824,"08","2015_6_29_8_33_27"
20150824,"09","2014_10_30_16_31_38"
20150824,"10","2015_4_2_10_29_29"
20150824,"11","2015_4_2_10_31_39"
20150824,"12","2014_10_30_20_1_20"
20150824,"13","2014_12_31_18_53_07"
20150824,"16","2015_4_8_10_56_60"
20150825,"01","2014_10_30_11_38_24"
20150825,"02","2014_11_28_18_44_23"
20150825,"03/04","2015_7_16_12_27_51"
20150825,"05","2014_10_30_15_49_09"
20150825,"06","2015_7_16_12_33_45"
20150825,"07","2014_10_30_16_4_28"
20150825,"08","2015_6_29_8_33_27"
20150825,"09","2014_10_30_16_31_38"
20150825,"10","2015_4_2_10_29_29"
20150825,"11","2015_4_2_10_31_39"
20150825,"12","2014_10_30_20_1_20"
20150127,"16","2014_12_31_18_56_42"
20150128,"01","2014_10_30_11_38_24"
20150409,"02","2014_11_28_18_44_23"
20150409,"03/04","2014_12_31_11_20_30"
20150409,"05","2014_10_30_15_49_09"
20150409,"06","2014_10_30_15_53_39"
20150409,"07","2014_10_30_16_4_28"
20150409,"08","2014_10_30_16_13_21"
20150409,"09","2014_10_30_16_31_38"
20150409,"10","2015_4_2_10_29_29"
20150409,"11","2015_4_2_10_31_39"
20150409,"12","2014_10_30_20_1_20"
20150409,"13","2014_12_31_18_53_07"
20150409,"16","2015_4_8_10_56_60"
20150410,"01","2014_10_30_11_43_26"
20150410,"02","2014_10_30_15_9_26"
20150410,"03/04","2014_12_31_11_20_30"
20150410,"05","2014_10_30_15_49_09"
20150414,"01","2014_10_30_11_38_24"
20150414,"02","2014_11_28_18_44_23"
20150414,"03/04","2014_12_31_11_20_30"
20150414,"05","2014_10_30_15_49_09"
20150414,"06","2014_10_30_15_53_39"
20150414,"07","2014_10_30_16_4_28"
20150414,"08","2014_10_30_16_13_21"
20150414,"09","2014_10_30_16_31_38"
20150414,"10","2015_4_2_10_29_29"
20150414,"11","2015_4_2_10_31_39"
20150414,"12","2014_10_30_20_1_20"
20150414,"13","2014_12_31_18_53_07"
20150414,"16","2015_4_8_10_56_60"
20150415,"01","2014_10_30_11_38_24"
20150417,"02","2014_10_30_15_9_26"
20150417,"03/04","2014_12_31_11_20_30"
20150417,"05","2014_10_30_15_49_09"
20150417,"06","2014_10_30_15_53_39"
20150417,"07","2014_10_30_16_4_28"
20150417,"08","2014_10_30_16_13_21"
20150206,"01","2014_10_30_11_43_26"
20150206,"02","2014_10_30_15_9_26"
20150206,"03/04","2014_12_31_11_20_30"
20150206,"05","2014_10_30_15_49_09"
20150206,"06","2014_10_30_15_53_39"
20150206,"07","2014_10_30_16_4_28"
20150206,"08","2014_10_30_16_13_21"
20150206,"09","2014_10_30_16_31_38"
20150206,"10","2015_2_3_9_26_23"
20150206,"11","2014_10_30_16_58_33"
20150206,"12","2014_10_30_20_1_20"
20150206,"13","2014_12_31_18_53_07"
20150206,"16","2014_12_31_18_56_42"
20150213,"01","2014_10_30_11_43_26"
20150114,"05","2014_10_30_15_49_09"
20150114,"06","2014_10_30_15_53_39"
20150114,"07","2014_10_30_16_4_28"
20150114,"08","2014_10_30_16_13_21"
20150114,"09","2014_10_30_16_31_38"
20150114,"10","2014_10_30_16_47_21"
20150114,"11","2014_10_30_16_58_33"
20150114,"12","2014_10_30_20_1_20"
20150114,"13","2014_12_31_18_53_07"
20150114,"16","2014_12_31_18_56_42"
20150113,"01","2014_10_30_11_38_24"
20150113,"02","2014_11_28_18_44_23"
20150113,"03/04","2014_12_31_11_20_30"
20150113,"05","2014_10_30_15_49_09"
20150113,"06","2014_10_30_15_53_39"
20150113,"07","2014_10_30_16_4_28"
20150113,"08","2014_10_30_16_13_21"
20150113,"09","2014_10_30_16_31_38"
20150113,"10","2014_10_30_16_47_21"
20150113,"11","2014_10_30_16_58_33"
20150113,"12","2014_10_30_20_1_20"
20150113,"13","2014_12_31_18_53_07"
20150113,"16","2014_12_31_18_56_42"
20150112,"01","2014_10_30_11_38_24"
20150112,"02","2014_11_28_18_44_23"
20150112,"03/04","2014_12_31_11_20_30"
20150112,"05","2014_10_30_15_49_09"
20150112,"06","2014_10_30_15_53_39"
20150112,"07","2014_10_30_16_4_28"
20150112,"08","2014_10_30_16_13_21"
20150417,"09","2014_10_30_16_31_38"
20150417,"10","2015_4_2_10_29_29"
20150417,"11","2015_4_2_10_31_39"
20150417,"12","2014_10_30_20_1_20"
20150417,"13","2014_12_31_18_53_07"
20150417,"16","2015_4_8_10_56_60"
20150418,"01","2014_10_30_11_40_25"
20150418,"02","2014_10_30_15_6_25"
20150418,"03/04","2014_12_31_18_25_05"
20150418,"05","2014_10_30_15_51_10"
20150418,"06","2014_10_30_15_56_40"
20150418,"07","2014_10_30_16_7_31"
20150418,"08","2014_10_30_16_16_22"
20150112,"09","2014_10_30_16_31_38"
20150112,"10","2014_10_30_16_47_21"
20150112,"11","2014_10_30_16_58_33"
20150112,"12","2014_10_30_20_1_20"
20150112,"13","2014_12_31_18_53_07"
20150112,"16","2014_12_31_18_56_42"
20150109,"01","2014_10_30_11_43_26"
20150109,"02","2014_10_30_15_9_26"
20150109,"03/04","2014_12_31_11_20_30"
20150109,"05","2014_10_30_15_49_09"
20150109,"06","2014_10_30_15_53_39"
20150109,"07","2014_10_30_16_4_28"
20150109,"08","2014_10_30_16_13_21"
20150109,"09","2014_10_30_16_31_38"
20150109,"10","2014_10_30_16_47_21"
20150109,"11","2014_10_30_16_58_33"
20150109,"12","2014_10_30_20_1_20"
20150109,"13","2014_12_31_18_53_07"
20150109,"16","2014_12_31_18_56_42"
20150213,"02","2014_10_30_15_9_26"
20150213,"03/04","2014_12_31_11_20_30"
20150213,"05","2014_10_30_15_49_09"
20150213,"06","2014_10_30_15_53_39"
20150213,"07","2014_10_30_16_4_28"
20150213,"08","2014_10_30_16_13_21"
20150213,"09","2014_10_30_16_31_38"
20150213,"10","2015_2_3_9_26_23"
20150213,"11","2014_10_30_16_58_33"
20150213,"12","2014_10_30_20_1_20"
20150213,"13","2014_12_31_18_53_07"
20150213,"16","2014_12_31_18_56_42"
20150418,"09","2014_10_30_16_34_39"
20150418,"10","2015_4_2_10_28_24"
20150418,"11","2014_10_30_17_3_36"
20150418,"12","2014_10_30_20_0_19"
20150418,"13","2014_12_31_18_54_08"
20150418,"16","2015_4_8_10_55_56"
20150419,"01","2014_10_30_11_40_25"
20150415,"02","2014_11_28_18_44_23"
20150415,"03/04","2014_12_31_11_20_30"
20150415,"05","2014_10_30_15_49_09"
20150415,"06","2014_10_30_15_53_39"
20150415,"07","2014_10_30_16_4_28"
20150415,"08","2014_10_30_16_13_21"
20150415,"09","2014_10_30_16_31_38"
20150415,"10","2015_4_2_10_29_29"
20150415,"11","2015_4_2_10_31_39"
20150415,"12","2014_10_30_20_1_20"
20150415,"13","2014_12_31_18_53_07"
20150415,"16","2015_4_8_10_56_60"
20150416,"01","2014_10_30_11_38_24"
20150416,"02","2014_11_28_18_44_23"
20150416,"03/04","2014_12_31_11_20_30"
20150416,"05","2014_10_30_15_49_09"
20150416,"06","2014_10_30_15_53_39"
20150416,"07","2014_10_30_16_4_28"
20150416,"08","2014_10_30_16_13_21"
20150416,"09","2014_10_30_16_31_38"
20150416,"10","2015_4_2_10_29_29"
20150416,"11","2015_4_2_10_31_39"
20150416,"12","2014_10_30_20_1_20"
20150416,"13","2014_12_31_18_53_07"
20150416,"16","2015_4_8_10_56_60"
20150417,"01","2014_10_30_11_43_26"
20150419,"02","2014_10_30_15_6_25"
20150419,"03/04","2014_12_31_18_25_05"
20150419,"05","2014_10_30_15_51_10"
20150419,"06","2014_10_30_15_56_40"
20150419,"07","2014_10_30_16_7_31"
20150419,"08","2014_10_30_16_16_22"
20150419,"09","2014_10_30_16_34_39"
20150409,"01","2014_10_30_11_38_24"
20150128,"10","2014_10_30_16_47_21"
20150128,"11","2014_10_30_16_58_33"
20150128,"12","2014_10_30_20_1_20"
20150128,"13","2014_12_31_18_53_07"
20150128,"16","2014_12_31_18_56_42"
20150606,"01","2014_10_30_11_40_25"
20150606,"02","2014_10_30_15_6_25"
20150606,"03/04","2014_12_31_18_25_05"
20150606,"05","2014_10_30_15_51_10"
20150606,"06","2014_10_30_15_56_40"
20150606,"07","2014_10_30_16_7_31"
20150606,"08","2014_10_30_16_16_22"
20150606,"09","2014_10_30_16_34_39"
20150606,"10","2015_4_2_10_28_24"
20150606,"11","2014_10_30_17_3_36"
20150606,"12","2014_10_30_20_0_19"
20150419,"11","2014_10_30_17_3_36"
20150419,"12","2014_10_30_20_0_19"
20150419,"13","2014_12_31_18_54_08"
20150419,"16","2015_4_8_10_55_56"
20150606,"13","2014_12_31_18_54_08"
20150606,"16","2015_5_27_15_36_70"
20150607,"03/04","2014_12_31_18_25_05"
20150309,"01","2014_10_30_11_38_24"
20150309,"02","2014_11_28_18_44_23"
20150309,"03/04","2014_12_31_11_20_30"
20150309,"05","2014_10_30_15_49_09"
20150309,"06","2014_10_30_15_53_39"
20150309,"07","2014_10_30_16_4_28"
20150309,"08","2014_10_30_16_13_21"
20150309,"09","2014_10_30_16_31_38"
20150309,"10","2015_2_3_9_26_23"
20150309,"11","2014_10_30_16_58_33"
20150309,"12","2014_10_30_20_1_20"
20150309,"13","2014_12_31_18_53_07"
20150309,"16","2015_2_17_14_41_51"
20150310,"01","2014_10_30_11_38_24"
20150310,"02","2014_11_28_18_44_23"
20150310,"03/04","2014_12_31_11_20_30"
20150310,"05","2014_10_30_15_49_09"
20150310,"06","2014_10_30_15_53_39"
20150310,"07","2014_10_30_16_4_28"
20150310,"08","2014_10_30_16_13_21"
20150310,"09","2014_10_30_16_31_38"
20150310,"10","2015_2_3_9_26_23"
20150310,"11","2014_10_30_16_58_33"
20150310,"12","2014_10_30_20_1_20"
20150310,"13","2014_12_31_18_53_07"
20150310,"16","2015_2_17_14_41_51"
20150311,"01","2014_10_30_11_38_24"
20150311,"02","2014_11_28_18_44_23"
20150311,"03/04","2014_12_31_11_20_30"
20150311,"05","2014_10_30_15_49_09"
20150311,"06","2014_10_30_15_53_39"
20150311,"07","2014_10_30_16_4_28"
20150311,"08","2014_10_30_16_13_21"
20150311,"09","2014_10_30_16_31_38"
20150311,"10","2015_2_3_9_26_23"
20150311,"11","2014_10_30_16_58_33"
20150311,"12","2014_10_30_20_1_20"
20150311,"13","2014_12_31_18_53_07"
20150311,"16","2015_2_17_14_41_51"
20150312,"01","2014_10_30_11_38_24"
20150312,"02","2014_11_28_18_44_23"
20150312,"03/04","2014_12_31_11_20_30"
20150312,"05","2014_10_30_15_49_09"
20150312,"06","2014_10_30_15_53_39"
20150312,"07","2014_10_30_16_4_28"
20150312,"08","2014_10_30_16_13_21"
20150312,"09","2014_10_30_16_31_38"
20150312,"10","2015_2_3_9_26_23"
20150312,"11","2014_10_30_16_58_33"
20150312,"12","2014_10_30_20_1_20"
20150312,"13","2014_12_31_18_53_07"
20150312,"16","2015_2_17_14_41_51"
20150607,"05","2014_10_30_15_51_10"
20150607,"06","2014_10_30_15_56_40"
20150607,"07","2014_10_30_16_7_31"
20150607,"08","2014_10_30_16_16_22"
20150607,"09","2014_10_30_16_34_39"
20150607,"10","2015_4_2_10_28_24"
20150607,"11","2014_10_30_17_3_36"
20150607,"12","2014_10_30_20_0_19"
20150607,"13","2014_12_31_18_54_08"
20150607,"16","2015_5_27_15_36_70"
20150613,"01","2014_10_30_11_40_25"
20150419,"10","2015_4_2_10_28_24"
20150613,"02","2014_10_30_15_6_25"
20150607,"01","2014_10_30_11_40_25"
20150607,"02","2014_10_30_15_6_25"
20150613,"03/04","2014_12_31_18_25_05"
20150613,"05","2014_10_30_15_51_10"
20150613,"06","2014_10_30_15_56_40"
20150613,"07","2014_10_30_16_7_31"
20150613,"08","2014_10_30_16_16_22"
20150613,"09","2014_10_30_16_34_39"
20150613,"10","2015_4_2_10_28_24"
20150613,"11","2014_10_30_17_3_36"
20150613,"12","2014_10_30_20_0_19"
20150613,"13","2014_12_31_18_54_08"
20150613,"16","2015_5_27_15_36_70"
20150614,"01","2014_10_30_11_40_25"
20150614,"02","2014_10_30_15_6_25"
20150614,"03/04","2014_12_31_18_25_05"
20150614,"05","2014_10_30_15_51_10"
20150614,"06","2014_10_30_15_56_40"
20150614,"07","2014_10_30_16_7_31"
20150614,"08","2014_10_30_16_16_22"
20150614,"09","2014_10_30_16_34_39"
20141104,"01","2014_10_30_11_38_24"
20141104,"02","2014_11_28_18_44_23"
20141104,"03/04","2014_12_31_11_48_05"
20141104,"05","2014_10_30_15_49_09"
20141104,"06","2014_10_30_15_53_39"
20141104,"07","2014_10_30_16_4_28"
20141104,"08","2014_10_30_16_13_21"
20141104,"09","2014_10_30_16_31_38"
20141104,"10","2014_10_30_16_47_21"
20141104,"11","2014_10_30_16_58_33"
20141104,"12","2014_10_30_20_1_20"
20141104,"13","2014_12_31_18_53_07"
20141104,"16","2014_12_31_18_56_42"
20141105,"01","2014_10_30_11_38_24"
20141105,"02","2014_11_28_18_44_23"
20141105,"03/04","2014_12_31_11_48_05"
20141105,"05","2014_10_30_15_49_09"
20141105,"06","2014_10_30_15_53_39"
20141105,"07","2014_10_30_16_4_28"
20141105,"08","2014_10_30_16_13_21"
20141105,"09","2014_10_30_16_31_38"
20141105,"10","2014_10_30_16_47_21"
20141105,"11","2014_10_30_16_58_33"
20141105,"12","2014_10_30_20_1_20"
20141105,"13","2014_12_31_18_53_07"
20141105,"16","2014_12_31_18_56_42"
20141106,"01","2014_10_30_11_38_24"
20141106,"02","2014_11_28_18_44_23"
20141106,"03/04","2014_12_31_11_48_05"
20141106,"05","2014_10_30_15_49_09"
20141106,"06","2014_10_30_15_53_39"
20141106,"07","2014_10_30_16_4_28"
20141106,"08","2014_10_30_16_13_21"
20141106,"09","2014_10_30_16_31_38"
20141106,"10","2014_10_30_16_47_21"
20141106,"11","2014_10_30_16_58_33"
20141106,"12","2014_10_30_20_1_20"
20141106,"13","2014_12_31_18_53_07"
20141106,"16","2014_12_31_18_56_42"
20141107,"01","2014_10_30_11_38_24"
20141107,"02","2014_11_28_18_44_23"
20141107,"03/04","2014_12_31_11_48_05"
20141107,"05","2014_10_30_15_49_09"
20141107,"06","2014_10_30_15_53_39"
20141107,"07","2014_10_30_16_4_28"
20141107,"08","2014_10_30_16_13_21"
20141107,"09","2014_10_30_16_31_38"
20141107,"10","2014_10_30_16_47_21"
20141107,"11","2014_10_30_16_58_33"
20141107,"12","2014_10_30_20_1_20"
20141107,"13","2014_12_31_18_53_07"
20141107,"16","2014_12_31_18_56_42"
20141108,"01","2014_10_30_11_38_24"
20141108,"02","2014_11_28_18_44_23"
20141108,"03/04","2014_12_31_11_48_05"
20141108,"05","2014_10_30_15_49_09"
20141108,"06","2014_10_30_15_53_39"
20141108,"07","2014_10_30_16_4_28"
20141108,"08","2014_10_30_16_13_21"
20141108,"09","2014_10_30_16_31_38"
20141108,"10","2014_10_30_16_47_21"
20141108,"11","2014_10_30_16_58_33"
20141108,"12","2014_10_30_20_1_20"
20141108,"13","2014_12_31_18_53_07"
20141108,"16","2014_12_31_18_56_42"
20141109,"01","2014_10_30_11_38_24"
20141109,"02","2014_11_28_18_44_23"
20141109,"03/04","2014_12_31_11_48_05"
20141109,"05","2014_10_30_15_49_09"
20141109,"06","2014_10_30_15_53_39"
20141109,"07","2014_10_30_16_4_28"
20141109,"08","2014_10_30_16_13_21"
20141109,"09","2014_10_30_16_31_38"
20141109,"10","2014_10_30_16_47_21"
20141109,"11","2014_10_30_16_58_33"
20141109,"12","2014_10_30_20_1_20"
20141109,"13","2014_12_31_18_53_07"
20141109,"16","2014_12_31_18_56_42"
20141110,"01","2014_10_30_11_38_24"
20141110,"02","2014_11_28_18_44_23"
20141110,"03/04","2014_12_31_11_48_05"
20141110,"05","2014_10_30_15_49_09"
20141110,"06","2014_10_30_15_53_39"
20141110,"07","2014_10_30_16_4_28"
20141110,"08","2014_10_30_16_13_21"
20141110,"09","2014_10_30_16_31_38"
20150614,"10","2015_4_2_10_28_24"
20141110,"10","2014_10_30_16_47_21"
20141110,"11","2014_10_30_16_58_33"
20141110,"12","2014_10_30_20_1_20"
20141110,"13","2014_12_31_18_53_07"
20141110,"16","2014_12_31_18_56_42"
20141111,"01","2014_10_30_11_38_24"
20141111,"02","2014_11_28_18_44_23"
20141111,"03/04","2014_12_31_11_48_05"
20141111,"05","2014_10_30_15_49_09"
20141111,"06","2014_10_30_15_53_39"
20141111,"07","2014_10_30_16_4_28"
20141111,"08","2014_10_30_16_13_21"
20141111,"09","2014_10_30_16_31_38"
20141111,"10","2014_10_30_16_47_21"
20141111,"11","2014_10_30_16_58_33"
20141111,"12","2014_10_30_20_1_20"
20141111,"13","2014_12_31_18_53_07"
20141111,"16","2014_12_31_18_56_42"
20141112,"01","2014_10_30_11_38_24"
20141112,"02","2014_11_28_18_44_23"
20141112,"03/04","2014_12_31_11_48_05"
20141112,"05","2014_10_30_15_49_09"
20141112,"06","2014_10_30_15_53_39"
20141112,"07","2014_10_30_16_4_28"
20141112,"08","2014_10_30_16_13_21"
20141112,"09","2014_10_30_16_31_38"
20141112,"10","2014_10_30_16_47_21"
20141112,"11","2014_10_30_16_58_33"
20141112,"12","2014_10_30_20_1_20"
20141112,"13","2014_12_31_18_53_07"
20141112,"16","2014_12_31_18_56_42"
20141113,"01","2014_10_30_11_38_24"
20141113,"02","2014_11_28_18_44_23"
20141113,"03/04","2014_12_31_11_48_05"
20141113,"05","2014_10_30_15_49_09"
20141113,"06","2014_10_30_15_53_39"
20141113,"07","2014_10_30_16_4_28"
20141113,"08","2014_10_30_16_13_21"
20141113,"09","2014_10_30_16_31_38"
20141113,"10","2014_10_30_16_47_21"
20141113,"11","2014_10_30_16_58_33"
20141113,"12","2014_10_30_20_1_20"
20141113,"13","2014_12_31_18_53_07"
20141113,"16","2014_12_31_18_56_42"
20141114,"01","2014_10_30_11_38_24"
20141114,"02","2014_11_28_18_44_23"
20141114,"03/04","2014_12_31_11_48_05"
20141114,"05","2014_10_30_15_49_09"
20141114,"06","2014_10_30_15_53_39"
20141114,"07","2014_10_30_16_4_28"
20141114,"08","2014_10_30_16_13_21"
20141114,"09","2014_10_30_16_31_38"
20141114,"10","2014_10_30_16_47_21"
20141114,"11","2014_10_30_16_58_33"
20141114,"12","2014_10_30_20_1_20"
20141114,"13","2014_12_31_18_53_07"
20141114,"16","2014_12_31_18_56_42"
20141115,"01","2014_10_30_11_38_24"
20141115,"02","2014_11_28_18_44_23"
20141115,"03/04","2014_12_31_11_48_05"
20141115,"05","2014_10_30_15_49_09"
20141115,"06","2014_10_30_15_53_39"
20141115,"07","2014_10_30_16_4_28"
20141115,"08","2014_10_30_16_13_21"
20141115,"09","2014_10_30_16_31_38"
20141115,"10","2014_10_30_16_47_21"
20141115,"11","2014_10_30_16_58_33"
20141115,"12","2014_10_30_20_1_20"
20141115,"13","2014_12_31_18_53_07"
20141115,"16","2014_12_31_18_56_42"
20141116,"01","2014_10_30_11_38_24"
20141116,"02","2014_11_28_18_44_23"
20141116,"03/04","2014_12_31_11_48_05"
20141116,"05","2014_10_30_15_49_09"
20141116,"06","2014_10_30_15_53_39"
20141116,"07","2014_10_30_16_4_28"
20141116,"08","2014_10_30_16_13_21"
20141116,"09","2014_10_30_16_31_38"
20141116,"10","2014_10_30_16_47_21"
20141116,"11","2014_10_30_16_58_33"
20141116,"12","2014_10_30_20_1_20"
20141116,"13","2014_12_31_18_53_07"
20141116,"16","2014_12_31_18_56_42"
20141117,"01","2014_10_30_11_38_24"
20141117,"02","2014_11_28_18_44_23"
20141117,"03/04","2014_12_31_11_48_05"
20141117,"05","2014_10_30_15_49_09"
20141117,"06","2014_10_30_15_53_39"
20141117,"07","2014_10_30_16_4_28"
20141117,"08","2014_10_30_16_13_21"
20141117,"09","2014_10_30_16_31_38"
20141117,"10","2014_10_30_16_47_21"
20141117,"11","2014_10_30_16_58_33"
20141117,"12","2014_10_30_20_1_20"
20141117,"13","2014_12_31_18_53_07"
20141117,"16","2014_12_31_18_56_42"
20141118,"01","2014_10_30_11_38_24"
20141118,"02","2014_11_28_18_44_23"
20141118,"03/04","2014_12_31_11_48_05"
20141118,"05","2014_10_30_15_49_09"
20141118,"06","2014_10_30_15_53_39"
20141118,"07","2014_10_30_16_4_28"
20141118,"08","2014_10_30_16_13_21"
20141118,"09","2014_10_30_16_31_38"
20141118,"10","2014_10_30_16_47_21"
20141118,"11","2014_10_30_16_58_33"
20141118,"12","2014_10_30_20_1_20"
20141118,"13","2014_12_31_18_53_07"
20141118,"16","2014_12_31_18_56_42"
20141119,"01","2014_10_30_11_38_24"
20141119,"02","2014_11_28_18_44_23"
20141119,"03/04","2014_12_31_11_48_05"
20141119,"05","2014_10_30_15_49_09"
20141119,"06","2014_10_30_15_53_39"
20141119,"07","2014_10_30_16_4_28"
20141119,"08","2014_10_30_16_13_21"
20141119,"09","2014_10_30_16_31_38"
20141119,"10","2014_10_30_16_47_21"
20141119,"11","2014_10_30_16_58_33"
20141119,"12","2014_10_30_20_1_20"
20141119,"13","2014_12_31_18_53_07"
20141119,"16","2014_12_31_18_56_42"
20141120,"01","2014_10_30_11_38_24"
20141120,"02","2014_11_28_18_44_23"
20141120,"03/04","2014_12_31_11_48_05"
20141120,"05","2014_10_30_15_49_09"
20141120,"06","2014_10_30_15_53_39"
20141120,"07","2014_10_30_16_4_28"
20141120,"08","2014_10_30_16_13_21"
20141120,"09","2014_10_30_16_31_38"
20141120,"10","2014_10_30_16_47_21"
20141120,"11","2014_10_30_16_58_33"
20141120,"12","2014_10_30_20_1_20"
20141120,"13","2014_12_31_18_53_07"
20141120,"16","2014_12_31_18_56_42"
20141121,"01","2014_10_30_11_38_24"
20141121,"02","2014_11_28_18_44_23"
20141121,"03/04","2014_12_31_11_48_05"
20141121,"05","2014_10_30_15_49_09"
20141121,"06","2014_10_30_15_53_39"
20141121,"07","2014_10_30_16_4_28"
20141121,"08","2014_10_30_16_13_21"
20141121,"09","2014_10_30_16_31_38"
20141121,"10","2014_10_30_16_47_21"
20141121,"11","2014_10_30_16_58_33"
20141121,"12","2014_10_30_20_1_20"
20141121,"13","2014_12_31_18_53_07"
20141121,"16","2014_12_31_18_56_42"
20141122,"01","2014_10_30_11_38_24"
20141122,"02","2014_11_28_18_44_23"
20141122,"03/04","2014_12_31_11_48_05"
20141122,"05","2014_10_30_15_49_09"
20141122,"06","2014_10_30_15_53_39"
20141122,"07","2014_10_30_16_4_28"
20141122,"08","2014_10_30_16_13_21"
20141122,"09","2014_10_30_16_31_38"
20141122,"10","2014_10_30_16_47_21"
20141122,"11","2014_10_30_16_58_33"
20141122,"12","2014_10_30_20_1_20"
20141122,"13","2014_12_31_18_53_07"
20141122,"16","2014_12_31_18_56_42"
20141123,"01","2014_10_30_11_38_24"
20141123,"02","2014_11_28_18_44_23"
20141123,"03/04","2014_12_31_11_48_05"
20141123,"05","2014_10_30_15_49_09"
20141123,"06","2014_10_30_15_53_39"
20141123,"07","2014_10_30_16_4_28"
20141123,"08","2014_10_30_16_13_21"
20141123,"09","2014_10_30_16_31_38"
20141123,"10","2014_10_30_16_47_21"
20141123,"11","2014_10_30_16_58_33"
20141123,"12","2014_10_30_20_1_20"
20141123,"13","2014_12_31_18_53_07"
20141123,"16","2014_12_31_18_56_42"
20141124,"01","2014_10_30_11_38_24"
20141124,"02","2014_11_28_18_44_23"
20141124,"03/04","2014_12_31_11_48_05"
20141124,"05","2014_10_30_15_49_09"
20141124,"06","2014_10_30_15_53_39"
20141124,"07","2014_10_30_16_4_28"
20141124,"08","2014_10_30_16_13_21"
20141124,"09","2014_10_30_16_31_38"
20141124,"10","2014_10_30_16_47_21"
20141124,"11","2014_10_30_16_58_33"
20141124,"12","2014_10_30_20_1_20"
20141124,"13","2014_12_31_18_53_07"
20141124,"16","2014_12_31_18_56_42"
20141125,"01","2014_10_30_11_38_24"
20141125,"02","2014_11_28_18_44_23"
20141125,"03/04","2014_12_31_11_48_05"
20141125,"05","2014_10_30_15_49_09"
20141125,"06","2014_10_30_15_53_39"
20141125,"07","2014_10_30_16_4_28"
20141125,"08","2014_10_30_16_13_21"
20141125,"09","2014_10_30_16_31_38"
20141125,"10","2014_10_30_16_47_21"
20141125,"11","2014_10_30_16_58_33"
20141125,"12","2014_10_30_20_1_20"
20141125,"13","2014_12_31_18_53_07"
20141125,"16","2014_12_31_18_56_42"
20141126,"01","2014_10_30_11_38_24"
20141126,"02","2014_11_28_18_44_23"
20141126,"03/04","2014_12_31_11_48_05"
20141126,"05","2014_10_30_15_49_09"
20141126,"06","2014_10_30_15_53_39"
20141126,"07","2014_10_30_16_4_28"
20141126,"08","2014_10_30_16_13_21"
20141126,"09","2014_10_30_16_31_38"
20141126,"10","2014_10_30_16_47_21"
20141126,"11","2014_10_30_16_58_33"
20141126,"12","2014_10_30_20_1_20"
20141126,"13","2014_12_31_18_53_07"
20141126,"16","2014_12_31_18_56_42"
20141127,"01","2014_10_30_11_38_24"
20141127,"02","2014_11_28_18_44_23"
20141127,"03/04","2014_12_31_11_48_05"
20141127,"05","2014_10_30_15_49_09"
20141127,"06","2014_10_30_15_53_39"
20141127,"07","2014_10_30_16_4_28"
20141127,"08","2014_10_30_16_13_21"
20141127,"09","2014_10_30_16_31_38"
20141127,"10","2014_10_30_16_47_21"
20141127,"11","2014_10_30_16_58_33"
20141127,"12","2014_10_30_20_1_20"
20141127,"13","2014_12_31_18_53_07"
20141127,"16","2014_12_31_18_56_42"
20141128,"01","2014_10_30_11_38_24"
20141128,"02","2014_11_28_18_44_23"
20141128,"03/04","2014_12_31_11_48_05"
20141128,"05","2014_10_30_15_49_09"
20141128,"06","2014_10_30_15_53_39"
20141128,"07","2014_10_30_16_4_28"
20141128,"08","2014_10_30_16_13_21"
20141128,"09","2014_10_30_16_31_38"
20141128,"10","2014_10_30_16_47_21"
20141128,"11","2014_10_30_16_58_33"
20141128,"12","2014_10_30_20_1_20"
20141128,"13","2014_12_31_18_53_07"
20141128,"16","2014_12_31_18_56_42"
20141129,"01","2014_10_30_11_38_24"
20141129,"02","2014_11_28_18_44_23"
20141129,"03/04","2014_12_31_11_48_05"
20141129,"05","2014_10_30_15_49_09"
20141129,"06","2014_10_30_15_53_39"
20141129,"07","2014_10_30_16_4_28"
20141129,"08","2014_10_30_16_13_21"
20141129,"09","2014_10_30_16_31_38"
20141129,"10","2014_10_30_16_47_21"
