ST_NO,"FIRST_T_TIME","LAST_T_TIME","DESTINATION","DRAWING_NO"
000639,"21135","82335","000625","2015_7_16_12_36_50"
000639,"21135","82335","000621","2014_10_30_15_56_40"
000639,"21135","82335","000621","2015_7_16_12_34_46"
000639,"22390","83590","000648","2014_10_30_15_56_40"
000639,"22390","83590","000641","2015_7_16_12_36_50"
000639,"21135","82335","000625","2015_7_16_12_34_46"
000639,"22390","83590","000641","2015_7_16_12_34_46"
000639,"22390","83590","000641","2015_7_16_12_33_45"
000639,"22390","83590","000648","2015_7_16_12_36_50"
000639,"21135","82335","000625","2015_7_16_12_33_45"
000639,"22390","83590","000648","2015_7_16_12_34_46"
000640,"20995","82195","000621","2014_10_30_15_56_40"
000640,"22530","83730","000641","2015_7_16_12_33_45"
000640,"20995","82195","000621","2015_7_16_12_33_45"
000640,"20995","82195","000625","2015_7_16_12_33_45"
000640,"20995","82195","000621","2014_10_30_15_53_39"
000640,"22530","83730","000648","2014_10_30_15_53_39"
000640,"22530","83730","000648","2014_10_30_15_56_40"
000640,"20995","82195","000621","2015_7_16_12_36_50"
000640,"20995","82195","000625","2015_7_16_12_36_50"
000640,"22530","83730","000641","2015_7_16_12_36_50"
000640,"22530","83730","000648","2015_7_16_12_36_50"
000640,"22530","83730","000641","2015_7_16_12_34_46"
000640,"22530","83730","000648","2015_7_16_12_34_46"
000640,"20995","82195","000625","2015_7_16_12_34_46"
000640,"22530","83730","000648","2015_7_16_12_33_45"
000640,"20995","82195","000621","2015_7_16_12_34_46"
000641,"20860","82060","000621","2014_10_30_15_53_39"
000641,"22665","83865","000648","2014_10_30_15_53_39"
000641,"20860","82060","000625","2015_7_16_12_36_50"
000641,"—","—","000641","2015_7_16_12_36_50"
000641,"22665","83865","000648","2015_7_16_12_36_50"
000641,"—","—","000641","2015_7_16_12_34_46"
000641,"20860","82060","000621","2015_7_16_12_34_46"
000641,"20860","82060","000625","2015_7_16_12_34_46"
000641,"22665","83865","000648","2014_10_30_15_56_40"
000641,"20860","82060","000621","2014_10_30_15_56_40"
000641,"22665","83865","000648","2015_7_16_12_33_45"
000641,"20860","82060","000621","2015_7_16_12_33_45"
000641,"20860","82060","000625","2015_7_16_12_33_45"
000641,"—","—","000641","2015_7_16_12_33_45"
000641,"22665","83865","000648","2015_7_16_12_34_46"
000641,"20860","82060","000621","2015_7_16_12_36_50"
000642,"20725","81925","000621","2014_10_30_15_56_40"
000642,"20725","81925","000641","2015_7_16_12_33_45"
000642,"20725","81925","000621","2015_7_16_12_33_45"
000642,"20725","81925","000625","2015_7_16_12_33_45"
000642,"20725","81925","000621","2014_10_30_15_53_39"
000642,"22805","84005","000648","2014_10_30_15_53_39"
000642,"22805","84005","000648","2014_10_30_15_56_40"
000642,"20725","81925","000621","2015_7_16_12_36_50"
000642,"20725","81925","000625","2015_7_16_12_36_50"
000642,"20725","81925","000641","2015_7_16_12_36_50"
000642,"22805","84005","000648","2015_7_16_12_36_50"
000642,"20725","81925","000641","2015_7_16_12_34_46"
000642,"22805","84005","000648","2015_7_16_12_34_46"
000642,"20725","81925","000625","2015_7_16_12_34_46"
000642,"22805","84005","000648","2015_7_16_12_33_45"
000642,"20725","81925","000621","2015_7_16_12_34_46"
000643,"20595","81795","000621","2014_10_30_15_53_39"
000643,"22940","84140","000648","2014_10_30_15_53_39"
000643,"20595","81795","000625","2015_7_16_12_36_50"
000643,"20595","81795","000641","2015_7_16_12_36_50"
000643,"22940","84140","000648","2015_7_16_12_36_50"
000643,"20595","81795","000641","2015_7_16_12_34_46"
000643,"20595","81795","000621","2015_7_16_12_34_46"
000643,"20595","81795","000625","2015_7_16_12_34_46"
000643,"22940","84140","000648","2014_10_30_15_56_40"
000643,"20595","81795","000621","2014_10_30_15_56_40"
000643,"22940","84140","000648","2015_7_16_12_33_45"
000643,"20595","81795","000621","2015_7_16_12_33_45"
000643,"20595","81795","000625","2015_7_16_12_33_45"
000643,"20595","81795","000641","2015_7_16_12_33_45"
000643,"22940","84140","000648","2015_7_16_12_34_46"
000643,"20595","81795","000621","2015_7_16_12_36_50"
000644,"23065","84265","000648","2014_10_30_15_56_40"
000644,"20470","81670","000621","2014_10_30_15_56_40"
000644,"20470","81670","000641","2015_7_16_12_33_45"
000644,"20470","81670","000621","2015_7_16_12_33_45"
000644,"20470","81670","000625","2015_7_16_12_33_45"
000644,"20470","81670","000621","2014_10_30_15_53_39"
000644,"23065","84265","000648","2014_10_30_15_53_39"
000644,"20470","81670","000621","2015_7_16_12_36_50"
000644,"20470","81670","000625","2015_7_16_12_36_50"
000644,"20470","81670","000641","2015_7_16_12_36_50"
000644,"23065","84265","000648","2015_7_16_12_36_50"
000644,"20470","81670","000641","2015_7_16_12_34_46"
000644,"23065","84265","000648","2015_7_16_12_34_46"
000644,"20470","81670","000625","2015_7_16_12_34_46"
000644,"23065","84265","000648","2015_7_16_12_33_45"
000644,"20470","81670","000621","2015_7_16_12_34_46"
000645,"20280","81480","000621","2014_10_30_15_53_39"
000645,"23255","84455","000648","2014_10_30_15_53_39"
000645,"20280","81480","000625","2015_7_16_12_36_50"
000645,"20280","81480","000641","2015_7_16_12_36_50"
000645,"23255","84455","000648","2015_7_16_12_36_50"
000645,"20280","81480","000641","2015_7_16_12_34_46"
000645,"20280","81480","000621","2015_7_16_12_34_46"
000645,"20280","81480","000625","2015_7_16_12_34_46"
000645,"23255","84455","000648","2014_10_30_15_56_40"
000645,"20280","81480","000621","2014_10_30_15_56_40"
000645,"23255","84455","000648","2015_7_16_12_33_45"
000645,"20280","81480","000621","2015_7_16_12_33_45"
000645,"20280","81480","000625","2015_7_16_12_33_45"
000645,"20280","81480","000641","2015_7_16_12_33_45"
000645,"23255","84455","000648","2015_7_16_12_34_46"
000645,"20280","81480","000621","2015_7_16_12_36_50"
000646,"23425","84625","000648","2014_10_30_15_56_40"
000646,"20110","81310","000621","2014_10_30_15_56_40"
000646,"20110","81310","000641","2015_7_16_12_33_45"
000646,"20110","81310","000621","2015_7_16_12_33_45"
000646,"20110","81310","000625","2015_7_16_12_33_45"
000646,"20110","81310","000621","2014_10_30_15_53_39"
000646,"23425","84625","000648","2014_10_30_15_53_39"
000646,"20110","81310","000621","2015_7_16_12_36_50"
000646,"20110","81310","000625","2015_7_16_12_36_50"
000646,"20110","81310","000641","2015_7_16_12_36_50"
000646,"23425","84625","000648","2015_7_16_12_36_50"
000646,"20110","81310","000641","2015_7_16_12_34_46"
000646,"23425","84625","000648","2015_7_16_12_34_46"
000646,"20110","81310","000625","2015_7_16_12_34_46"
000646,"23425","84625","000648","2015_7_16_12_33_45"
000646,"20110","81310","000621","2015_7_16_12_34_46"
000647,"19970","81170","000621","2014_10_30_15_56_40"
000647,"19970","81170","000621","2015_7_16_12_36_50"
000647,"23565","84765","000648","2015_7_16_12_34_46"
000647,"19970","81170","000641","2015_7_16_12_33_45"
000647,"19970","81170","000625","2015_7_16_12_33_45"
000647,"19970","81170","000621","2015_7_16_12_33_45"
000647,"23565","84765","000648","2015_7_16_12_33_45"
000647,"23565","84765","000648","2014_10_30_15_56_40"
000647,"19970","81170","000625","2015_7_16_12_34_46"
000647,"19970","81170","000621","2015_7_16_12_34_46"
000647,"19970","81170","000641","2015_7_16_12_34_46"
000647,"23565","84765","000648","2015_7_16_12_36_50"
000647,"19970","81170","000641","2015_7_16_12_36_50"
000647,"19970","81170","000625","2015_7_16_12_36_50"
000647,"23565","84765","000648","2014_10_30_15_53_39"
000647,"19970","81170","000621","2014_10_30_15_53_39"
000648,"—","—","000648","2015_7_16_12_33_45"
000648,"—","—","000648","2014_10_30_15_56_40"
000648,"19800","81000","000625","2015_7_16_12_33_45"
000648,"19800","81000","000621","2015_7_16_12_33_45"
000648,"19800","81000","000641","2015_7_16_12_34_46"
000648,"—","—","000648","2015_7_16_12_36_50"
000648,"19800","81000","000641","2015_7_16_12_36_50"
000648,"19800","81000","000625","2015_7_16_12_36_50"
000648,"19800","81000","000621","2015_7_16_12_36_50"
000648,"19800","81000","000625","2015_7_16_12_34_46"
000648,"19800","81000","000641","2015_7_16_12_33_45"
000648,"19800","81000","000621","2015_7_16_12_34_46"
000648,"—","—","000648","2014_10_30_15_53_39"
000648,"19816","81000","000621","2014_10_30_15_53_39"
000648,"19800","81242","000621","2014_10_30_15_56_40"
000648,"—","—","000648","2015_7_16_12_34_46"
000721,"—","—","000721","2014_10_30_16_7_31"
000721,"—","—","000721","2014_10_30_16_4_28"
000721,"19800","80105","000753","2014_10_30_16_4_28"
000721,"19800","80105","000753","2014_10_30_16_7_31"
000722,"24388","85588","000721","2014_10_30_16_7_31"
000722,"19978","80265","000753","2014_10_30_16_4_28"
000722,"19978","80265","000753","2014_10_30_16_7_31"
000722,"21192","85588","000721","2014_10_30_16_4_28"
000723,"24158","85358","000721","2014_10_30_16_4_28"
000723,"20219","80495","000753","2014_10_30_16_4_28"
000723,"20219","80495","000753","2014_10_30_16_7_31"
000723,"24158","85358","000721","2014_10_30_16_7_31"
000724,"20355","80620","000753","2014_10_30_16_4_28"
000724,"24033","85233","000721","2014_10_30_16_7_31"
000724,"24033","85233","000721","2014_10_30_16_4_28"
000724,"20355","80620","000753","2014_10_30_16_7_31"
000725,"23868","85068","000721","2014_10_30_16_4_28"
000725,"20531","80785","000753","2014_10_30_16_4_28"
000725,"20531","80785","000753","2014_10_30_16_7_31"
000725,"23868","85068","000721","2014_10_30_16_7_31"
000726,"18533","81000","000753","2014_10_30_16_7_31"
000726,"19843","81000","000753","2014_10_30_16_4_28"
000726,"23661","84853","000721","2014_10_30_16_4_28"
000726,"17968","84853","000721","2014_10_30_16_7_31"
000727,"23489","84689","000721","2014_10_30_16_7_31"
000727,"19964","81164","000753","2014_10_30_16_4_28"
000727,"23489","84689","000721","2014_10_30_16_4_28"
000727,"19964","81164","000753","2014_10_30_16_7_31"
000728,"23336","84536","000721","2014_10_30_16_4_28"
000728,"20078","81278","000753","2014_10_30_16_4_28"
000728,"23336","84536","000721","2014_10_30_16_7_31"
000728,"20078","81278","000753","2014_10_30_16_7_31"
000729,"20217","81417","000753","2014_10_30_16_4_28"
000729,"20217","81417","000753","2014_10_30_16_7_31"
000729,"23196","84396","000721","2014_10_30_16_4_28"
000729,"23196","84396","000721","2014_10_30_16_7_31"
000730,"23049","84249","000721","2014_10_30_16_4_28"
000730,"20361","81561","000753","2014_10_30_16_7_31"
000730,"20361","81561","000753","2014_10_30_16_4_28"
000730,"23049","84249","000721","2014_10_30_16_7_31"
000731,"20498","81698","000753","2014_10_30_16_4_28"
000731,"22913","84113","000721","2014_10_30_16_7_31"
000731,"20498","81698","000753","2014_10_30_16_7_31"
000731,"22913","84113","000721","2014_10_30_16_4_28"
000732,"22796","83996","000721","2014_10_30_16_7_31"
000732,"22796","83996","000721","2014_10_30_16_4_28"
000732,"20610","81810","000753","2014_10_30_16_7_31"
000732,"20610","81810","000753","2014_10_30_16_4_28"
000733,"22655","83855","000721","2014_10_30_16_7_31"
000733,"20744","81944","000753","2014_10_30_16_4_28"
000733,"20744","81944","000753","2014_10_30_16_7_31"
000733,"22655","83855","000721","2014_10_30_16_4_28"
000734,"20866","82066","000753","2014_10_30_16_7_31"
000734,"22529","83729","000721","2014_10_30_16_4_28"
000734,"22529","83729","000721","2014_10_30_16_7_31"
000734,"20866","82066","000753","2014_10_30_16_4_28"
000735,"20968","82168","000753","2014_10_30_16_4_28"
000735,"20968","82168","000753","2014_10_30_16_7_31"
000735,"22422","83622","000721","2014_10_30_16_7_31"
000735,"22422","83622","000721","2014_10_30_16_4_28"
000736,"22235","83435","000721","2014_10_30_16_4_28"
000736,"21161","82361","000753","2014_10_30_16_4_28"
000736,"22235","83435","000721","2014_10_30_16_7_31"
000736,"21161","82361","000753","2014_10_30_16_7_31"
000737,"21311","82511","000753","2014_10_30_16_4_28"
000737,"22104","83304","000721","2014_10_30_16_4_28"
000737,"21311","82511","000753","2014_10_30_16_7_31"
000737,"22104","83304","000721","2014_10_30_16_7_31"
000738,"21443","82643","000753","2014_10_30_16_7_31"
000738,"21988","83188","000721","2014_10_30_16_7_31"
000738,"21443","82643","000753","2014_10_30_16_4_28"
000738,"21988","83188","000721","2014_10_30_16_4_28"
000739,"21834","83034","000721","2014_10_30_16_7_31"
000739,"21591","82791","000753","2014_10_30_16_7_31"
000739,"21834","83034","000721","2014_10_30_16_4_28"
000739,"21591","82791","000753","2014_10_30_16_4_28"
000740,"21718","82918","000753","2014_10_30_16_7_31"
000740,"21703","82903","000721","2014_10_30_16_4_28"
000740,"21718","82918","000753","2014_10_30_16_4_28"
000740,"21703","82903","000721","2014_10_30_16_7_31"
000741,"21521","82721","000721","2014_10_30_16_4_28"
000741,"21888","83088","000753","2014_10_30_16_4_28"
000741,"21521","82721","000721","2014_10_30_16_7_31"
000741,"21888","83088","000753","2014_10_30_16_7_31"
000742,"21397","82597","000721","2014_10_30_16_7_31"
000742,"21397","82597","000721","2014_10_30_16_4_28"
000742,"22008","83208","000753","2014_10_30_16_7_31"
000742,"22008","83208","000753","2014_10_30_16_4_28"
000743,"21278","82478","000721","2014_10_30_16_4_28"
000743,"21278","82478","000721","2014_10_30_16_7_31"
000743,"22124","83324","000753","2014_10_30_16_7_31"
000743,"22124","83324","000753","2014_10_30_16_4_28"
000744,"21076","82276","000721","2014_10_30_16_4_28"
000744,"22340","83540","000753","2014_10_30_16_4_28"
000744,"21076","82276","000721","2014_10_30_16_7_31"
000744,"22340","83540","000753","2014_10_30_16_7_31"
000745,"22475","83675","000753","2014_10_30_16_4_28"
000745,"22475","83675","000753","2014_10_30_16_7_31"
000745,"20947","82147","000721","2014_10_30_16_4_28"
000745,"20947","82147","000721","2014_10_30_16_7_31"
000746,"20839","82039","000721","2014_10_30_16_4_28"
000746,"22595","83795","000753","2014_10_30_16_4_28"
000746,"22595","83795","000753","2014_10_30_16_7_31"
000746,"20839","82039","000721","2014_10_30_16_7_31"
000747,"22694","83894","000753","2014_10_30_16_4_28"
000747,"20731","81931","000721","2014_10_30_16_4_28"
000747,"20731","81931","000721","2014_10_30_16_7_31"
000747,"22694","83894","000753","2014_10_30_16_7_31"
000748,"22839","84039","000753","2014_10_30_16_4_28"
000748,"20595","81795","000721","2014_10_30_16_4_28"
000748,"22839","84039","000753","2014_10_30_16_7_31"
000748,"20595","81795","000721","2014_10_30_16_7_31"
000749,"20446","81646","000721","2014_10_30_16_4_28"
000749,"20446","81646","000721","2014_10_30_16_7_31"
000749,"22989","84189","000753","2014_10_30_16_7_31"
000749,"22989","84189","000753","2014_10_30_16_4_28"
000750,"20292","81492","000721","2014_10_30_16_7_31"
000750,"23126","84326","000753","2014_10_30_16_7_31"
000750,"20292","81492","000721","2014_10_30_16_4_28"
000750,"23126","84326","000753","2014_10_30_16_4_28"
000751,"20148","81348","000721","2014_10_30_16_7_31"
000751,"20148","81348","000721","2014_10_30_16_4_28"
000751,"23272","84472","000753","2014_10_30_16_7_31"
000751,"23272","84472","000753","2014_10_30_16_4_28"
000752,"23460","84660","000753","2014_10_30_16_4_28"
000752,"23460","84660","000753","2014_10_30_16_7_31"
000752,"19980","81180","000721","2014_10_30_16_7_31"
000752,"19980","81180","000721","2014_10_30_16_4_28"
000753,"19843","81000","000721","2014_10_30_16_4_28"
000753,"—","—","000753","2014_10_30_16_4_28"
000753,"19091","81000","000721","2014_10_30_16_7_31"
000753,"—","—","000753","2014_10_30_16_7_31"
000820,"—","—","000826","2015_6_29_8_37_34"
000820,"19800","81000","000845","2015_6_29_8_37_34"
000820,"—","—","000820","2015_6_29_8_36_29"
000820,"—","—","000826","2015_6_29_8_36_29"
000820,"—","—","000820","2015_6_29_8_35_28"
000820,"19800","81000","000845","2015_6_29_8_36_29"
000820,"19800","81000","000849","2015_6_29_8_36_29"
000820,"19800","81000","000849","2014_10_30_16_13_21"
000820,"—","—","000826","2015_6_29_8_35_28"
000820,"19800","81000","000845","2015_6_29_8_35_28"
000820,"19800","81000","000849","2015_6_29_8_35_28"
000820,"19800","81000","000849","2015_6_29_8_33_27"
000820,"—","—","000820","2015_6_29_8_33_27"
000820,"—","—","000820","2014_10_30_16_13_21"
000820,"—","—","000826","2014_10_30_16_16_22"
000820,"—","—","000826","2015_6_29_8_33_27"
000820,"19800","81000","000845","2015_6_29_8_33_27"
000820,"19800","81000","000849","2015_6_29_8_37_34"
000820,"—","—","000820","2015_6_29_8_37_34"
000820,"19800","81000","000849","2014_10_30_16_16_22"
000820,"19800","81000","000849","2014_10_30_16_22_24"
000820,"—","—","000826","2014_10_30_16_22_24"
000820,"—","—","000826","2014_10_30_16_19_23"
000820,"19800","81000","000849","2014_10_30_16_19_23"
000821,"—","—","000826","2015_6_29_8_37_34"
000821,"19939","81139","000845","2015_6_29_8_37_34"
000821,"—","—","000826","2015_6_29_8_36_29"
000821,"23609","84809","000820","2015_6_29_8_36_29"
000821,"23609","84809","000820","2015_6_29_8_35_28"
000821,"19939","81139","000845","2015_6_29_8_36_29"
000821,"19939","81139","000849","2015_6_29_8_36_29"
000821,"19939","81139","000849","2014_10_30_16_13_21"
000821,"—","—","000826","2015_6_29_8_35_28"
000821,"19939","81139","000845","2015_6_29_8_35_28"
000821,"23609","84809","000820","2015_6_29_8_37_34"
000821,"19939","81139","000849","2014_10_30_16_22_24"
000821,"19939","81139","000849","2015_6_29_8_35_28"
000821,"19939","81139","000849","2015_6_29_8_33_27"
000821,"23609","84809","000820","2015_6_29_8_33_27"
000821,"23609","84809","000820","2014_10_30_16_13_21"
000821,"—","—","000826","2015_6_29_8_33_27"
000821,"19939","81139","000845","2015_6_29_8_33_27"
000821,"19939","81139","000849","2015_6_29_8_37_34"
000821,"—","—","000826","2014_10_30_16_16_22"
000821,"19939","81139","000849","2014_10_30_16_16_22"
000821,"—","—","000826","2014_10_30_16_22_24"
000821,"—","—","000826","2014_10_30_16_19_23"
000821,"19939","81139","000849","2014_10_30_16_19_23"
000822,"23483","84683","000820","2015_6_29_8_37_34"
000822,"—","—","000826","2015_6_29_8_36_29"
000822,"20067","81267","000845","2015_6_29_8_36_29"
000822,"20067","81267","000849","2015_6_29_8_36_29"
000822,"23483","84683","000820","2015_6_29_8_36_29"
000822,"20067","81267","000845","2015_6_29_8_33_27"
000822,"—","—","000826","2015_6_29_8_37_34"
000822,"20067","81267","000849","2015_6_29_8_33_27"
000822,"23483","84683","000820","2015_6_29_8_33_27"
000822,"23483","84683","000820","2014_10_30_16_13_21"
000822,"—","—","000826","2015_6_29_8_33_27"
000822,"—","—","000826","2015_6_29_8_35_28"
000822,"20067","81267","000845","2015_6_29_8_35_28"
000822,"—","—","000826","2014_10_30_16_22_24"
000822,"23483","84683","000820","2015_6_29_8_35_28"
000822,"—","—","000826","2014_10_30_16_19_23"
000822,"20067","81267","000849","2014_10_30_16_19_23"
000822,"20067","81267","000849","2015_6_29_8_35_28"
000822,"20067","81267","000845","2015_6_29_8_37_34"
000822,"—","—","000826","2014_10_30_16_16_22"
000822,"20067","81267","000849","2015_6_29_8_37_34"
000822,"20067","81267","000849","2014_10_30_16_13_21"
000822,"20067","81267","000849","2014_10_30_16_16_22"
000822,"20067","81267","000849","2014_10_30_16_22_24"
000823,"—","—","000826","2015_6_29_8_37_34"
000823,"—","—","000826","2015_6_29_8_36_29"
000823,"23347","84547","000820","2015_6_29_8_36_29"
000823,"23347","84547","000820","2015_6_29_8_35_28"
000823,"20205","81405","000845","2015_6_29_8_36_29"
000823,"20205","81405","000849","2015_6_29_8_36_29"
000823,"20205","81405","000849","2014_10_30_16_13_21"
000823,"—","—","000826","2015_6_29_8_35_28"
000823,"20205","81405","000845","2015_6_29_8_35_28"
000823,"23347","84547","000820","2015_6_29_8_37_34"
000823,"20205","81405","000849","2014_10_30_16_22_24"
000823,"20205","81405","000849","2015_6_29_8_35_28"
000823,"20205","81405","000845","2015_6_29_8_37_34"
000823,"20205","81405","000849","2015_6_29_8_33_27"
000823,"23347","84547","000820","2015_6_29_8_33_27"
000823,"23347","84547","000820","2014_10_30_16_13_21"
000823,"—","—","000826","2015_6_29_8_33_27"
000823,"20205","81405","000845","2015_6_29_8_33_27"
000823,"20205","81405","000849","2015_6_29_8_37_34"
000823,"—","—","000826","2014_10_30_16_16_22"
000823,"20205","81405","000849","2014_10_30_16_16_22"
000823,"—","—","000826","2014_10_30_16_22_24"
000823,"—","—","000826","2014_10_30_16_19_23"
000823,"20205","81405","000849","2014_10_30_16_19_23"
000824,"23146","84346","000820","2015_6_29_8_37_34"
000824,"—","—","000826","2015_6_29_8_36_29"
000824,"20411","81611","000845","2015_6_29_8_36_29"
000824,"20411","81611","000849","2015_6_29_8_36_29"
000824,"23146","84346","000820","2015_6_29_8_36_29"
000824,"20411","81611","000845","2015_6_29_8_33_27"
000824,"—","—","000826","2015_6_29_8_37_34"
000824,"20411","81611","000849","2015_6_29_8_33_27"
000824,"23146","84346","000820","2015_6_29_8_33_27"
000824,"23146","84346","000820","2014_10_30_16_13_21"
000824,"—","—","000826","2015_6_29_8_33_27"
000824,"—","—","000826","2015_6_29_8_35_28"
000824,"20411","81611","000845","2015_6_29_8_35_28"
000824,"—","—","000826","2014_10_30_16_22_24"
000824,"23146","84346","000820","2015_6_29_8_35_28"
000824,"—","—","000826","2014_10_30_16_19_23"
000824,"20411","81611","000849","2014_10_30_16_19_23"
000824,"20411","81611","000849","2015_6_29_8_35_28"
000824,"20411","81611","000845","2015_6_29_8_37_34"
000824,"20411","81611","000849","2015_6_29_8_37_34"
000824,"20411","81611","000849","2014_10_30_16_13_21"
000824,"—","—","000826","2014_10_30_16_16_22"
000824,"20411","81611","000849","2014_10_30_16_16_22"
000824,"20411","81611","000849","2014_10_30_16_22_24"
000825,"—","—","000826","2015_6_29_8_37_34"
000825,"—","—","000826","2015_6_29_8_36_29"
000825,"22946","84146","000820","2015_6_29_8_36_29"
000825,"22946","84146","000820","2015_6_29_8_35_28"
000825,"20615","81815","000845","2015_6_29_8_36_29"
000825,"20615","81815","000849","2015_6_29_8_36_29"
000825,"20615","81815","000849","2014_10_30_16_13_21"
000825,"—","—","000826","2015_6_29_8_35_28"
000825,"20615","81815","000845","2015_6_29_8_35_28"
000825,"22946","84146","000820","2015_6_29_8_37_34"
000825,"20615","81815","000849","2015_6_29_8_35_28"
000825,"20615","81815","000845","2015_6_29_8_37_34"
000825,"20615","81815","000849","2014_10_30_16_22_24"
000825,"20615","81815","000845","2015_6_29_8_33_27"
000825,"20615","81815","000849","2015_6_29_8_33_27"
000825,"22946","84146","000820","2015_6_29_8_33_27"
000825,"—","—","000826","2014_10_30_16_22_24"
000825,"22946","84146","000820","2014_10_30_16_13_21"
000825,"—","—","000826","2015_6_29_8_33_27"
000825,"20615","81815","000849","2015_6_29_8_37_34"
000825,"—","—","000826","2014_10_30_16_16_22"
000825,"20615","81815","000849","2014_10_30_16_16_22"
000825,"—","—","000826","2014_10_30_16_19_23"
000825,"20615","81815","000849","2014_10_30_16_19_23"
000826,"22743","83943","000820","2015_6_29_8_37_34"
000826,"—","—","000826","2015_6_29_8_36_29"
000826,"20827","82027","000845","2015_6_29_8_36_29"
000826,"20827","82027","000849","2015_6_29_8_36_29"
000826,"22743","83943","000820","2015_6_29_8_36_29"
000826,"20827","82027","000845","2015_6_29_8_33_27"
000826,"—","—","000826","2015_6_29_8_37_34"
000826,"20827","82027","000849","2015_6_29_8_33_27"
000826,"22743","83943","000820","2015_6_29_8_33_27"
000826,"22743","83943","000820","2014_10_30_16_13_21"
000826,"—","—","000826","2015_6_29_8_33_27"
000826,"—","—","000826","2015_6_29_8_35_28"
000826,"20827","82027","000845","2015_6_29_8_35_28"
000826,"—","—","000826","2014_10_30_16_22_24"
000826,"22743","83943","000820","2015_6_29_8_35_28"
000826,"—","—","000826","2014_10_30_16_19_23"
000826,"20827","82267","000849","2014_10_30_16_19_23"
000826,"20827","82027","000849","2015_6_29_8_35_28"
000826,"20827","82027","000845","2015_6_29_8_37_34"
000826,"20827","82027","000849","2015_6_29_8_37_34"
000826,"20827","82027","000849","2014_10_30_16_13_21"
000826,"—","—","000826","2014_10_30_16_16_22"
000826,"20827","82267","000849","2014_10_30_16_16_22"
000826,"20827","82267","000849","2014_10_30_16_22_24"
000827,"22588","83788","000826","2015_6_29_8_37_34"
000827,"22588","83788","000826","2015_6_29_8_36_29"
000827,"22588","83788","000820","2015_6_29_8_36_29"
000827,"22588","83788","000820","2015_6_29_8_35_28"
000827,"20973","82173","000845","2015_6_29_8_36_29"
000827,"20973","82173","000849","2015_6_29_8_36_29"
000827,"20973","82173","000849","2014_10_30_16_13_21"
000827,"22588","83788","000826","2015_6_29_8_35_28"
000827,"20973","82173","000845","2015_6_29_8_35_28"
000827,"22588","83788","000820","2015_6_29_8_37_34"
000827,"20973","82173","000849","2015_6_29_8_35_28"
000827,"20973","82173","000845","2015_6_29_8_37_34"
000827,"20973","82413","000849","2014_10_30_16_22_24"
000827,"20973","82173","000845","2015_6_29_8_33_27"
000827,"20973","82173","000849","2015_6_29_8_33_27"
000827,"22588","83788","000820","2015_6_29_8_33_27"
000827,"20973","82413","000849","2014_10_30_16_19_23"
000827,"22588","83788","000820","2014_10_30_16_13_21"
000827,"22588","83788","000826","2015_6_29_8_33_27"
000827,"20973","82173","000849","2015_6_29_8_37_34"
000827,"22588","84028","000826","2014_10_30_16_16_22"
000827,"20973","82413","000849","2014_10_30_16_16_22"
000827,"22588","84028","000826","2014_10_30_16_22_24"
000827,"22588","84028","000826","2014_10_30_16_19_23"
000828,"22463","83663","000820","2015_6_29_8_37_34"
000828,"22463","83663","000826","2015_6_29_8_36_29"
000828,"21098","82538","000849","2014_10_30_16_22_24"
000828,"21098","82538","000849","2014_10_30_16_16_22"
000828,"22463","83903","000826","2014_10_30_16_16_22"
000828,"21098","82298","000849","2014_10_30_16_13_21"
000828,"21098","82298","000849","2015_6_29_8_37_34"
000828,"21098","82298","000845","2015_6_29_8_37_34"
000828,"21098","82298","000849","2015_6_29_8_35_28"
000828,"21098","82538","000849","2014_10_30_16_19_23"
000828,"22463","83903","000826","2014_10_30_16_19_23"
000828,"22463","83903","000826","2014_10_30_16_22_24"
000828,"22463","83663","000820","2015_6_29_8_33_27"
000828,"21098","82298","000845","2015_6_29_8_35_28"
000828,"22463","83663","000826","2015_6_29_8_35_28"
000828,"22463","83663","000820","2015_6_29_8_35_28"
000828,"22463","83663","000826","2015_6_29_8_33_27"
000828,"22463","83663","000820","2014_10_30_16_13_21"
000828,"21098","82298","000849","2015_6_29_8_33_27"
000828,"22463","83663","000826","2015_6_29_8_37_34"
000828,"21098","82298","000845","2015_6_29_8_33_27"
000828,"22463","83663","000820","2015_6_29_8_36_29"
000828,"21098","82298","000849","2015_6_29_8_36_29"
000828,"21098","82298","000845","2015_6_29_8_36_29"
000829,"21218","82418","000849","2015_6_29_8_35_28"
000829,"22352","83792","000826","2014_10_30_16_19_23"
000829,"21218","82658","000849","2014_10_30_16_19_23"
000829,"22352","83552","000820","2015_6_29_8_33_27"
000829,"21218","82418","000849","2015_6_29_8_33_27"
000829,"21218","82418","000849","2015_6_29_8_37_34"
000829,"22352","83552","000820","2015_6_29_8_37_34"
000829,"22352","83552","000826","2015_6_29_8_33_27"
000829,"22352","83792","000826","2014_10_30_16_22_24"
000829,"21218","82418","000845","2015_6_29_8_35_28"
000829,"22352","83552","000826","2015_6_29_8_35_28"
000829,"22352","83552","000820","2015_6_29_8_35_28"
000829,"21218","82658","000849","2014_10_30_16_16_22"
000829,"21218","82418","000849","2014_10_30_16_13_21"
000829,"21218","82418","000849","2015_6_29_8_36_29"
000829,"21218","82418","000845","2015_6_29_8_36_29"
000829,"22352","83552","000826","2015_6_29_8_36_29"
000829,"21218","82418","000845","2015_6_29_8_33_27"
